GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.762912
SBX_MNUF,0.154433
NONE_MPOLY,0.035875
UC_MPOLY,0.016080
NONE_MNUF,0.000000
SPC_MNUF,0.000000
SPC_MPOLY,0.014590
TPC_MNUF,0.000000
TPC_MPOLY,0.016110
UC_MNUF,0.000000
