Operator,Count
UC_NONE,2006
TPC_NONE,1741
SPC_NONE,1400
SPC_MPOLY,1153
UC_MPOLY,1022
TPC_MPOLY,1006
SBX_MPOLY,628
TPC_MNUF,236
UC_MNUF,214
NONE_MPOLY,197
SPC_MNUF,197
SBX_MNUF,108
SBX_NONE,48
NONE_MNUF,44
