Operator,Count
SPC_MPOLY,12
TPC_NONE,21
SBX_MNUF,1
UC_NONE,19
UC_MNUF,2
UC_MPOLY,10
TPC_MNUF,3
SPC_NONE,21
SBX_MPOLY,3
TPC_MPOLY,4
NONE_MPOLY,1
SPC_MNUF,3
