Operator,Count
SPC_MPOLY,10
SBX_MPOLY,9
TPC_NONE,12
SPC_NONE,17
TPC_MNUF,3
UC_NONE,24
SBX_MNUF,1
TPC_MPOLY,11
UC_MPOLY,7
SBX_NONE,1
NONE_MNUF,1
SPC_MNUF,3
UC_MNUF,1
