GO_Name,Mean_Stationary_Probability
TPC_NONE,0.201366
UC_NONE,0.221553
SPC_NONE,0.191826
SBX_MPOLY,0.072294
SPC_MPOLY,0.048926
TPC_MNUF,0.016593
SBX_NONE,0.029163
TPC_MPOLY,0.040752
UC_MPOLY,0.042026
SPC_MNUF,0.016911
NONE_MNUF,0.005138
UC_MNUF,0.016091
NONE_MPOLY,0.020356
SBX_MNUF,0.010343
