ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Penalization,Trained_Completely,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro
THYKB[M][M][M][M][M][M],,1,12,11,True,True,"[3, 8, 8, 9, 8, 9, 11]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10840000212192535, 0.11069999635219574, 0.1256999969482422, 0.14869999885559082, 0.16539999842643738, 0.21940000355243683, 0.2011999934911728, 0.23340000212192535, 0.2362000048160553, 0.26339998841285706, 0.2433999925851822, 0.2775999903678894, 0.3003000020980835, 0.31700000166893005, 0.33219999074935913, 0.33500000834465027, 0.3458999991416931, 0.35910001397132874, 0.322299987077713, 0.35109999775886536]","[3.2094180583953857, 3.070838451385498, 2.849640130996704, 2.6403846740722656, 2.464020013809204, 2.1982970237731934, 2.1709702014923096, 2.0862021446228027, 2.066861391067505, 2.0088682174682617, 2.038454055786133, 1.9788438081741333, 1.9240319728851318, 1.8807138204574585, 1.8633724451065063, 1.8736804723739624, 1.8404620885849, 1.832489252090454, 1.9035614728927612, 1.8324435949325562]",0.351099998,,,,,,,,,,0,0,0,0,91,0,240,,0.379166667,False,MEDIAN,0,True,,,,,
MFRHB[M],,2,1,1,True,True,"[7, 2, 8, 6, 3, 8, 11]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.4674000144004822, 0.49959999322891235, 0.6766999959945679, 0.682200014591217, 0.7264000177383423, 0.7472000122070312, 0.7394999861717224, 0.7455000281333923, 0.8044000267982483, 0.7283999919891357, 0.7766000032424927, 0.76419997215271, 0.7736999988555908, 0.7426000237464905, 0.8220999836921692, 0.8073999881744385, 0.7947999835014343, 0.8288999795913696, 0.8165000081062317, 0.8418999910354614]","[1.518576741218567, 1.6460790634155273, 0.9240908026695251, 0.9363231658935547, 0.8108931183815002, 0.7211896777153015, 0.7802736163139343, 0.7772711515426636, 0.5708931088447571, 0.8522224426269531, 0.6692123413085938, 0.7312320470809937, 0.679984986782074, 0.7643691301345825, 0.5235118865966797, 0.5685754418373108, 0.6410574316978455, 0.5068249702453613, 0.5542881488800049, 0.45886144042015076]",0.841899991,,,,,,,,,"[1, 3, 1, 1, 1, 0, 2, -1, 0, 1, 3, 0, 1, 1, 1, 1, 3, 0, 5, 2, 0]",0,0,2,0,1,0,20,,0.05,False,MEDIAN,0,True,,,,,
WIYJT[M][M],,2,2,2,True,True,"[4, 4, 4, 8, 2, 9, 10]","[{'INP': 32}, {'CONV': [128, 3]}, {'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.5040000081062317, 0.5676000118255615, 0.6549999713897705, 0.6219000220298767, 0.607699990272522, 0.7027000188827515, 0.6970999836921692, 0.6973999738693237, 0.7019000053405762, 0.7383999824523926, 0.6886000037193298, 0.7113000154495239, 0.7421000003814697, 0.7455999851226807, 0.7573000192642212, 0.7455999851226807, 0.7620000243186951, 0.7304999828338623, 0.7617999911308289, 0.7447999715805054]","[1.3442391157150269, 1.2398792505264282, 0.9670662879943848, 1.0755326747894287, 1.153096318244934, 0.8510432839393616, 0.8450881838798523, 0.884107232093811, 0.8605526089668274, 0.7423273324966431, 0.8949386477470398, 0.821049690246582, 0.7313939332962036, 0.7392901182174683, 0.7019071578979492, 0.713483989238739, 0.6814852952957153, 0.7766680121421814, 0.6993902325630188, 0.7392417192459106]",0.744799972,,,,,,,,,"[1, 2, 0, 1, 2, 0, 1, 2, 0, 2, -1, 0, 1, 1, 0, 2, -1, 1, 5, 1, 0]",0,0,0,0,3,0,40,,0.075,False,MEDIAN,0,True,,,,,
HRFX[M],,2,3,3,True,True,"[1, 9, 4, 1, 6, 9, 10]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.5091999769210815, 0.5601999759674072, 0.6115000247955322, 0.4722999930381775, 0.6761999726295471, 0.6617000102996826, 0.6976000070571899, 0.6608999967575073, 0.7425000071525574, 0.7573000192642212, 0.7355999946594238, 0.6809999942779541, 0.7670999765396118, 0.7649000287055969, 0.7576000094413757, 0.6557000279426575, 0.7555999755859375, 0.6830999851226807, 0.788100004196167, 0.8057000041007996]","[1.3617353439331055, 1.2775559425354004, 1.0814266204833984, 1.650709629058838, 0.9511592984199524, 0.9891804456710815, 0.8626171946525574, 1.0006194114685059, 0.7529698610305786, 0.6975796818733215, 0.7843694090843201, 0.9843459725379944, 0.6661902070045471, 0.6948270797729492, 0.7199817299842834, 1.0969560146331787, 0.7051277160644531, 0.9828104376792908, 0.6254804134368896, 0.5696566700935364]",0.805700004,,,,,,,,,"[1, 0, 1, 2, -1, 1, 1, 2, 0, 1, 0, 1, 1, 3, 0, 2, -1, 1, 5, 1, 0]",0,0,0,0,11,0,60,,0.183333333,False,MEDIAN,0,True,,,,,
AMCZU[M][M],,2,4,2,True,True,"[7, 7, 9, 8, 0, 8, 11]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.4410000145435333, 0.5268999934196472, 0.5116000175476074, 0.6119999885559082, 0.5486000180244446, 0.6205000281333923, 0.5889000296592712, 0.6477000117301941, 0.6572999954223633, 0.6773999929428101, 0.6092000007629395, 0.6730999946594238, 0.6777999997138977, 0.7283999919891357, 0.70660001039505, 0.717199981212616, 0.7389000058174133, 0.6543999910354614, 0.7163000106811523, 0.6776999831199646]","[1.5577714443206787, 1.327211856842041, 1.3558913469314575, 1.1133114099502563, 1.185499668121338, 1.0558730363845825, 1.1380974054336548, 0.9687373042106628, 0.9564763903617859, 0.9146528244018555, 1.0734641551971436, 0.9104777574539185, 0.8887962698936462, 0.7890097498893738, 0.8195936679840088, 0.7961062788963318, 0.7625575065612793, 0.9673720598220825, 0.8126333951950073, 0.9167133569717407]",0.677699983,,,,,,,,,,0,0,2,0,19,0,80,,0.2375,False,MEDIAN,0,True,,,,,
BVKTZ[M][M][M][M],,2,5,5,True,True,"[1, 9, 9, 2, 8, 8, 12]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.2500999867916107, 0.29809999465942383, 0.4077000021934509, 0.40959998965263367, 0.4390999972820282, 0.40220001339912415, 0.42559999227523804, 0.4950000047683716, 0.4830999970436096, 0.5135999917984009, 0.5253000259399414, 0.5234000086784363, 0.5307999849319458, 0.5235999822616577, 0.5098999738693237, 0.558899998664856, 0.49630001187324524, 0.5620999932289124, 0.5349000096321106, 0.48489999771118164]","[1.9542217254638672, 1.8773808479309082, 1.654179334640503, 1.5864580869674683, 1.5470497608184814, 1.6620205640792847, 1.5546313524246216, 1.41267991065979, 1.4331361055374146, 1.3747349977493286, 1.3750097751617432, 1.3435606956481934, 1.3301632404327393, 1.3998980522155762, 1.3548235893249512, 1.2973970174789429, 1.4124171733856201, 1.287963628768921, 1.3209837675094604, 1.4492124319076538]",0.484899998,,,,,,,,,"[1, 0, 1, 2, -1, 1, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 5, 3, 0]",0,0,3,0,27,0,100,,0.27,False,MEDIAN,0,True,,,,,
AMCZU[M][M][M][M][M],,2,7,7,True,True,"[7, 0, 9, 8, 9, 8, 11]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.15760000050067902, 0.1876000016927719, 0.18930000066757202, 0.2280000001192093, 0.24809999763965607, 0.2863999903202057, 0.3192000091075897, 0.27079999446868896, 0.2858999967575073, 0.3224000036716461, 0.3833000063896179, 0.37049999833106995, 0.3666999936103821, 0.32350000739097595, 0.328900009393692, 0.3695000112056732, 0.40119999647140503, 0.384799987077713, 0.37070000171661377, 0.3666999936103821]","[2.373751163482666, 2.361665725708008, 2.369438648223877, 2.1914336681365967, 2.06581711769104, 1.9047805070877075, 1.807008981704712, 2.0028231143951416, 1.9309111833572388, 1.782718539237976, 1.7111154794692993, 1.7585917711257935, 1.7051029205322266, 1.8159642219543457, 1.7742626667022705, 1.7035568952560425, 1.6814314126968384, 1.6833525896072388, 1.684072494506836, 1.712052345275879]",0.366699994,,,,,,,,,"[1, 3, 1, 1, 0, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 2, 0]",0,0,0,0,44,0,140,,0.314285714,False,MEDIAN,0,True,,,,,
BVKTZ[M][M][M][M][M],,2,8,8,True,True,"[1, 9, 9, 9, 8, 7, 12]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.11749999970197678, 0.12250000238418579, 0.1289999932050705, 0.14740000665187836, 0.1890999972820282, 0.20960000157356262, 0.20520000159740448, 0.26010000705718994, 0.23649999499320984, 0.22370000183582306, 0.2526000142097473, 0.22130000591278076, 0.28380000591278076, 0.24860000610351562, 0.25450000166893005, 0.2624000012874603, 0.26980000734329224, 0.2606000006198883, 0.2467000037431717, 0.273499995470047]","[3.010370969772339, 2.988574981689453, 2.8912224769592285, 2.7277514934539795, 2.4482667446136475, 2.30474853515625, 2.3270647525787354, 2.0670790672302246, 2.2118923664093018, 2.197422742843628, 2.0583958625793457, 2.306168556213379, 2.056680917739868, 2.1625797748565674, 2.1316635608673096, 2.119337797164917, 2.095632553100586, 2.161358118057251, 2.2020411491394043, 2.057954788208008]",0.273499995,,,,,,,,,"[1, 0, 1, 2, -1, 1, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 5, 3, 0]",0,0,3,0,54,0,160,,0.3375,False,MEDIAN,0,True,,,,,
XTUOB[M][M][M][M][M][M][M],,2,9,8,True,True,"[4, 8, 8, 8, 8, 8, 10]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.11990000307559967, 0.11479999870061874, 0.12489999830722809, 0.1460999995470047, 0.14830000698566437, 0.1890999972820282, 0.19699999690055847, 0.22599999606609344, 0.21289999783039093, 0.22750000655651093, 0.24500000476837158, 0.25519999861717224, 0.25130000710487366, 0.26190000772476196, 0.2728999853134155, 0.3005000054836273, 0.24809999763965607, 0.27649998664855957, 0.3052000105381012, 0.31150001287460327]","[3.158679962158203, 3.225024461746216, 3.2260191440582275, 2.91681170463562, 2.7817344665527344, 2.4901235103607178, 2.420225143432617, 2.2638802528381348, 2.2328646183013916, 2.1996989250183105, 2.1888201236724854, 2.1580636501312256, 2.143207311630249, 2.1069157123565674, 2.0910654067993164, 1.9552226066589355, 2.016057252883911, 1.9733681678771973, 1.9060872793197632, 1.951310396194458]",0.311500013,,,,,,,,,,0,0,0,0,67,0,180,,0.372222222,False,MEDIAN,0,True,,,,,
THPWQ[M],,3,1,1,True,True,"[1, 7, 3, 7, 9, 4, 11]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.48730000853538513, 0.6284000277519226, 0.6241999864578247, 0.5264000296592712, 0.6915000081062317, 0.7138000130653381, 0.7724999785423279, 0.6966999769210815, 0.7300000190734863, 0.7851999998092651, 0.791100025177002, 0.8054999709129333, 0.7580999732017517, 0.8166000247001648, 0.8141999840736389, 0.8309999704360962, 0.829800009727478, 0.8296999931335449, 0.8346999883651733, 0.8511000275611877]","[1.5153642892837524, 1.0718826055526733, 1.1092140674591064, 1.5345029830932617, 0.9162092804908752, 0.8157381415367126, 0.6618615984916687, 0.898612380027771, 0.8219324350357056, 0.6269233226776123, 0.5978612899780273, 0.575204074382782, 0.7388287782669067, 0.5453732013702393, 0.5682547688484192, 0.5011314749717712, 0.5167534947395325, 0.5025085210800171, 0.4966253340244293, 0.4409574568271637]",0.851100028,,,,,,,,,"[1, 0, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 2, -1, 1, 1, 2, 0, 5, 2, 0]",0,0,0,0,0,0,20,,0.0,False,MEDIAN,0,True,,,,,
JOJWO[M],,3,2,2,True,True,"[0, 9, 1, 7, 7, 9, 10]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.4555000066757202, 0.5052000284194946, 0.6137999892234802, 0.6412000060081482, 0.6614000201225281, 0.7031000256538391, 0.6983000040054321, 0.7217000126838684, 0.7416999936103821, 0.7577000260353088, 0.7477999925613403, 0.7433000206947327, 0.7702999711036682, 0.65829998254776, 0.7110000252723694, 0.6818000078201294, 0.7422999739646912, 0.7739999890327454, 0.7663999795913696, 0.694100022315979]","[1.7319421768188477, 1.3634172677993774, 1.097935438156128, 1.060495376586914, 0.9810908436775208, 0.8672298789024353, 0.8572992086410522, 0.7933465838432312, 0.7465531826019287, 0.6946142315864563, 0.7684323787689209, 0.7666234970092773, 0.6946408152580261, 1.0971449613571167, 0.8595123887062073, 1.046985149383545, 0.781238853931427, 0.6818607449531555, 0.6997606158256531, 0.9818246960639954]",0.694100022,,,,,,,,,"[1, 0, 0, 2, -1, 1, 1, 0, 1, 1, 3, 1, 1, 3, 1, 2, -1, 1, 5, 1, 0]",0,0,0,0,6,0,40,,0.15,False,MEDIAN,0,True,,,,,
UGZNZ[M],,3,3,1,True,True,"[2, 9, 8, 6, 8, 7, 12]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.4120999872684479, 0.5576000213623047, 0.6007999777793884, 0.6334999799728394, 0.4219000041484833, 0.6283000111579895, 0.5817999839782715, 0.6151999831199646, 0.573199987411499, 0.6625000238418579, 0.6876999735832214, 0.5914999842643738, 0.6629999876022339, 0.6299999952316284, 0.5706999897956848, 0.5981000065803528, 0.6424999833106995, 0.7034000158309937, 0.6532999873161316, 0.7268999814987183]","[1.7086206674575806, 1.2278920412063599, 1.134753942489624, 1.0341999530792236, 2.030914545059204, 1.0597195625305176, 1.2264835834503174, 1.153212070465088, 1.2845686674118042, 0.9831879138946533, 0.8884199261665344, 1.242754340171814, 0.9835911393165588, 1.1138370037078857, 1.3064305782318115, 1.1905922889709473, 1.0329698324203491, 0.8512818217277527, 1.0189653635025024, 0.792244017124176]",0.726899981,,,,,,,,,,0,0,3,0,13,0,60,,0.216666667,False,MEDIAN,0,True,,,,,
HMYJH[M],,3,4,1,True,True,"[1, 8, 9, 3, 9, 7, 10]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.3529999852180481, 0.5033000111579895, 0.5329999923706055, 0.5228999853134155, 0.5164999961853027, 0.6241000294685364, 0.512499988079071, 0.503000020980835, 0.598800003528595, 0.5878999829292297, 0.59579998254776, 0.6040999889373779, 0.5508000254631042, 0.600600004196167, 0.6578999757766724, 0.6536999940872192, 0.5861999988555908, 0.633899986743927, 0.6305999755859375, 0.5916000008583069]","[1.799814224243164, 1.3769187927246094, 1.3095979690551758, 1.3551363945007324, 1.382878065109253, 1.082377314567566, 1.3723390102386475, 1.4733214378356934, 1.1230262517929077, 1.1759520769119263, 1.1207529306411743, 1.1048601865768433, 1.2605831623077393, 1.1363458633422852, 0.9723426699638367, 0.9859403371810913, 1.168295979499817, 1.0208356380462646, 1.045201301574707, 1.193765640258789]",0.591600001,,,,,,,,,,0,0,2,0,19,0,80,,0.2375,False,MEDIAN,0,True,,,,,
HMYJH[M][M][M],,3,5,5,True,True,"[1, 8, 9, 3, 9, 8, 10]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.25839999318122864, 0.3255000114440918, 0.39719998836517334, 0.4000000059604645, 0.34360000491142273, 0.4699999988079071, 0.4991999864578247, 0.4650000035762787, 0.5753999948501587, 0.43720000982284546, 0.5539000034332275, 0.5419999957084656, 0.5315999984741211, 0.5942000150680542, 0.4456000030040741, 0.6137999892234802, 0.611299991607666, 0.5813000202178955, 0.6037999987602234, 0.6078000068664551]","[1.9359718561172485, 1.8309173583984375, 1.6760473251342773, 1.6449803113937378, 1.772939682006836, 1.5196009874343872, 1.3694919347763062, 1.4223488569259644, 1.3020527362823486, 1.516780972480774, 1.2687889337539673, 1.2857275009155273, 1.3540858030319214, 1.2223997116088867, 1.5515872240066528, 1.1673592329025269, 1.15279221534729, 1.2207666635513306, 1.1482462882995605, 1.1548734903335571]",0.607800007,,,,,,,,,"[1, 0, 1, 2, -1, 0, 2, -1, 1, 1, 1, 1, 2, -1, 1, 2, -1, 0, 5, 1, 0]",0,0,0,0,30,0,100,,0.3,False,MEDIAN,0,True,,,,,
POPZB[M][M][M][M][M],,3,9,8,True,True,"[1, 9, 9, 9, 9, 1, 10]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.1160999983549118, 0.12780000269412994, 0.14010000228881836, 0.17270000278949738, 0.2134999930858612, 0.21080000698566437, 0.23170000314712524, 0.25679999589920044, 0.27810001373291016, 0.26080000400543213, 0.28999999165534973, 0.29159998893737793, 0.28949999809265137, 0.2793000042438507, 0.29840001463890076, 0.31380000710487366, 0.2985999882221222, 0.2973000109195709, 0.29670000076293945, 0.29440000653266907]","[2.654346466064453, 2.7104482650756836, 2.5184342861175537, 2.2811105251312256, 2.1559345722198486, 2.1504383087158203, 2.0007436275482178, 1.9701142311096191, 1.9326263666152954, 1.995373249053955, 1.9051759243011475, 1.898677945137024, 1.9187700748443604, 1.9412122964859009, 1.915174961090088, 1.875364899635315, 1.8833950757980347, 1.8842576742172241, 1.8804371356964111, 1.8770880699157715]",0.294400007,,,,,,,,,,0,0,0,0,63,0,180,,0.35,False,MEDIAN,0,True,,,,,
GWNQG[M][M][M][M],,3,10,8,True,True,"[1, 8, 8, 8, 8, 8, 12]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10869999974966049, 0.10599999874830246, 0.16850000619888306, 0.1543000042438507, 0.1662999987602234, 0.19480000436306, 0.20600000023841858, 0.22179999947547913, 0.21320000290870667, 0.2289000004529953, 0.21699999272823334, 0.23759999871253967, 0.2370000034570694, 0.23880000412464142, 0.2508000135421753, 0.25429999828338623, 0.2653999924659729, 0.2581000030040741, 0.24300000071525574, 0.24969999492168427]","[2.983281373977661, 2.7573537826538086, 2.587808847427368, 2.513664722442627, 2.382225751876831, 2.273334264755249, 2.1803178787231445, 2.1214919090270996, 2.0697858333587646, 2.0508811473846436, 2.010411500930786, 2.0423460006713867, 2.0237479209899902, 2.0232889652252197, 1.97694730758667, 1.967531681060791, 1.9613441228866577, 1.9664267301559448, 1.9942580461502075, 2.0054476261138916]",0.249699995,,,,,,,,,,0,0,0,0,72,0,200,,0.36,False,MEDIAN,0,True,,,,,
LLGUG,,4,1,1,False,False,"[4, 8, 2, 5, 0, 8, 12]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'CONV': [128, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.4957999885082245, 0.6421999931335449, 0.532800018787384, 0.5407999753952026, 0.7415000200271606, 0.6531999707221985, 0.6211000084877014, 0.753000020980835, 0.6134999990463257, 0.7160000205039978, 0.7348999977111816, 0.7368000149726868, 0.657800018787384, 0.7559999823570251, 0.7986000180244446, 0.8048999905586243, 0.7688999772071838, 0.7990999817848206, 0.7001000046730042, 0.7768999934196472]","[1.4928146600723267, 1.032717227935791, 1.725983738899231, 1.786737322807312, 0.7542703151702881, 1.0833821296691895, 1.2211201190948486, 0.7287558317184448, 1.2978445291519165, 0.8475603461265564, 0.8002118468284607, 0.8069778084754944, 1.12846040725708, 0.7492316365242004, 0.6065460443496704, 0.5817127227783203, 0.7122020721435547, 0.6047990918159485, 1.0031148195266724, 0.674004077911377]",0.776899993,,,,,,,,,,-1,-1,-1,0,1,0,20,,0.05,False,MEDIAN,0,True,,,,,
JFHIE,,4,2,1,False,False,"[1, 8, 4, 2, 8, 7, 10]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.47110000252723694, 0.5123999714851379, 0.5095999836921692, 0.6743000149726868, 0.7038000226020813, 0.6463000178337097, 0.7267000079154968, 0.7597000002861023, 0.7601000070571899, 0.6951000094413757, 0.7595000267028809, 0.7605999708175659, 0.7279000282287598, 0.8012999892234802, 0.7573000192642212, 0.8072999715805054, 0.7875999808311462, 0.7953000068664551, 0.7455999851226807, 0.7440000176429749]","[1.551070213317871, 1.4565438032150269, 1.6590049266815186, 0.9214982390403748, 0.8439586758613586, 1.046654462814331, 0.781256377696991, 0.6884585022926331, 0.6997755765914917, 0.9564609527587891, 0.6953123807907104, 0.6935861110687256, 0.8118916153907776, 0.5721670985221863, 0.7308476567268372, 0.5650299787521362, 0.6273892521858215, 0.621101975440979, 0.818684995174408, 0.8168514370918274]",0.744000018,,,,,,,,,,-1,-1,-1,0,4,0,40,,0.1,False,MEDIAN,0,True,,,,,
IBRJY[M][M][M],,4,3,3,True,True,"[5, 2, 5, 9, 9, 9, 10]","[{'INP': 32}, {'CONV': [128, 5]}, {'CONV': [64, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'LAST_DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.20260000228881836, 0.25949999690055847, 0.2906000018119812, 0.14659999310970306, 0.3384000062942505, 0.450300008058548, 0.3522000014781952, 0.46209999918937683, 0.5397999882698059, 0.5758000016212463, 0.4542999863624573, 0.54830002784729, 0.5067999958992004, 0.633400022983551, 0.6951000094413757, 0.5853000283241272, 0.6818000078201294, 0.6956999897956848, 0.6438000202178955, 0.6577000021934509]","[2.2551207542419434, 1.9609490633010864, 2.0313305854797363, 2.8432364463806152, 1.820802927017212, 1.4795604944229126, 1.7429572343826294, 1.5120121240615845, 1.2750385999679565, 1.244065761566162, 1.4528450965881348, 1.3300756216049194, 1.311903953552246, 1.0572272539138794, 0.9348520636558533, 1.1912590265274048, 0.9569197297096252, 0.9253367185592651, 1.0130103826522827, 1.0048054456710815]",0.657700002,,,,,,,,,"[1, 2, 1, 2, -1, 0, 1, 2, 1, 2, -1, 1, 2, -1, 1, 2, -1, 1, 5, 1, 0]",0,0,2,0,13,0,60,,0.216666667,False,MEDIAN,0,True,,,,,
