Operator,Count
NONE_MNUF,3
UC_MNUF,1
TPC_MNUF,4
SBX_MPOLY,38
UC_MPOLY,16
TPC_MPOLY,14
NONE_MPOLY,4
SPC_MPOLY,13
SPC_MNUF,5
SBX_NONE,1
SBX_MNUF,1
