Operator,Count
NONE_MNUF,1
SPC_MNUF,3
SBX_MPOLY,23
NONE_MPOLY,2
SPC_MPOLY,23
UC_MPOLY,20
TPC_MPOLY,23
UC_NONE,1
TPC_NONE,1
TPC_MNUF,1
SBX_MNUF,2
