Operator,Count
SBX_MPOLY,872
SPC_MPOLY,521
TPC_MPOLY,448
UC_MPOLY,411
SBX_MNUF,169
SPC_MNUF,122
NONE_MPOLY,121
UC_MNUF,116
TPC_MNUF,108
NONE_MNUF,53
SBX_NONE,42
UC_NONE,7
TPC_NONE,6
SPC_NONE,4
