Operator,Count
SPC_MNUF,1
UC_MNUF,2
SBX_MNUF,2
SBX_MPOLY,40
SPC_MPOLY,23
UC_MPOLY,15
TPC_MPOLY,14
NONE_MPOLY,2
TPC_MNUF,1
