ID,Seed,Execution,Generation,GenCreation,Progress,isChild,isMutant,Integer_encoding,Binary_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Top1,Top5,Loss,FLOPs,Num_Params,SizeMB,P1_idx,P2_idx,P1,P2,Before_Mut,HV,dHV,HD_P1,HD_P2,HD_BM,HD_PB,NFHT,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Trained_Completely,Has_CM,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro,Ranking,NSGA2,HHSE,Objectives,RAM,Improved
BVVKSG[M],42,1,30,8,1,TRUE,TRUE,"[2, 6, 4, 38, 46, 38, 6, 22]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 3]}, {'CONV': [64, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,SUCCMUT,GA,70,"[0.11840000003576279, 0.1242000013589859, 0.05779999867081642, 0.2962000072002411, 0.3792000114917755, 0.32199999690055847, 0.40799999237060547, 0.426800012588501, 0.428600013256073, 0.49639999866485596, 0.4560000002384186, 0.5281999707221985, 0.4503999948501587, 0.45419999957084656, 0.47760000824928284, 0.5040000081062317, 0.4869999885559082, 0.5827999711036682, 0.5636000037193298, 0.5952000021934509, 0.5776000022888184, 0.5910000205039978, 0.5857999920845032, 0.628000020980835, 0.6227999925613403, 0.6435999870300293, 0.6367999911308289, 0.6150000095367432, 0.6255999803543091, 0.6230000257492065, 0.6302000284194946, 0.6794000267982483, 0.652400016784668, 0.6661999821662903, 0.6615999937057495, 0.6686000227928162, 0.6790000200271606, 0.6672000288963318, 0.6863999962806702, 0.6883999705314636, 0.694599986076355, 0.6977999806404114, 0.6866000294685364, 0.6998000144958496, 0.7044000029563904, 0.6797999739646912, 0.6955999732017517, 0.6985999941825867, 0.7038000226020813, 0.7075999975204468, 0.7027999758720398, 0.7031999826431274, 0.7088000178337097, 0.704800009727478, 0.7045999765396118, 0.704200029373169, 0.7077999711036682, 0.7081999778747559, 0.7035999894142151, 0.7089999914169312, 0.7071999907493591, 0.7092000246047974, 0.7092000246047974, 0.7075999975204468, 0.7092000246047974, 0.7056000232696533, 0.7071999907493591, 0.7080000042915344, 0.7099999785423279, 0.7088000178337097]","[4.06231164932251, 4.624197483062744, 12.525744438171387, 3.152822494506836, 2.718468189239502, 3.166224479675293, 2.625908851623535, 2.671257495880127, 2.657341718673706, 2.3678741455078125, 2.4912548065185547, 2.187204599380493, 2.8033928871154785, 2.6753809452056885, 2.6236512660980225, 2.468717098236084, 2.5958216190338135, 2.0820696353912354, 2.1292612552642822, 2.0278563499450684, 2.143139600753784, 2.0722076892852783, 2.0779385566711426, 1.863135576248169, 1.889647126197815, 1.8106768131256104, 1.8382048606872559, 1.9795246124267578, 1.8644968271255493, 1.877561092376709, 1.909239411354065, 1.6808377504348755, 1.8154125213623047, 1.7617441415786743, 1.8126394748687744, 1.7733616828918457, 1.6923803091049194, 1.8228178024291992, 1.7309269905090332, 1.6882847547531128, 1.6389334201812744, 1.657736897468567, 1.7329105138778687, 1.6660339832305908, 1.6461843252182007, 1.7617520093917847, 1.7236082553863525, 1.707593321800232, 1.650444507598877, 1.6542847156524658, 1.6834429502487183, 1.6685150861740112, 1.6668869256973267, 1.6794443130493164, 1.6902045011520386, 1.6941490173339844, 1.6750751733779907, 1.6950839757919312, 1.6914254426956177, 1.6808819770812988, 1.6966170072555542, 1.6942594051361084, 1.68776273727417, 1.6842411756515503, 1.696030616760254, 1.6975300312042236, 1.6936264038085938, 1.6976147890090942, 1.691665768623352, 1.6971404552459717]",0.709999979,,,,787884544,2865188,,,,,,"[2, 6, 4, 38, 46, 38, 6, 22]",0.732266488,-0.146660756,0.375,0.125,0,0,0.266666667,,,,,0,0,,BEST,TRUE,FALSE,,,,,,57,TRUE,TRUE,,41.8,NONE
BBDOSH[M],43,2,30,11,1,TRUE,TRUE,"[14, 14, 14, 38, 36, 22, 54, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [256, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,SUCCMUT,GA,70,"[0.10499999672174454, 0.18539999425411224, 0.18219999969005585, 0.3192000091075897, 0.32359999418258667, 0.2840000092983246, 0.37279999256134033, 0.3901999890804291, 0.3968000113964081, 0.4214000105857849, 0.4909999966621399, 0.45980000495910645, 0.48579999804496765, 0.44999998807907104, 0.517799973487854, 0.4503999948501587, 0.5031999945640564, 0.4966000020503998, 0.5443999767303467, 0.5325999855995178, 0.5148000121116638, 0.5167999863624573, 0.5544000267982483, 0.477400004863739, 0.6028000116348267, 0.61080002784729, 0.569599986076355, 0.6019999980926514, 0.6082000136375427, 0.6061999797821045, 0.6197999715805054, 0.6177999973297119, 0.5983999967575073, 0.6186000108718872, 0.6168000102043152, 0.6538000106811523, 0.605400025844574, 0.6376000046730042, 0.597000002861023, 0.628600001335144, 0.6187999844551086, 0.6611999869346619, 0.6851999759674072, 0.6633999943733215, 0.6470000147819519, 0.6741999983787537, 0.6642000079154968, 0.6832000017166138, 0.6970000267028809, 0.6977999806404114, 0.6909999847412109, 0.6863999962806702, 0.6967999935150146, 0.6844000220298767, 0.6940000057220459, 0.699999988079071, 0.699999988079071, 0.7006000280380249, 0.6913999915122986, 0.694599986076355, 0.701200008392334, 0.6977999806404114, 0.6991999745368958, 0.6972000002861023, 0.6937999725341797, 0.7006000280380249, 0.7034000158309937, 0.6985999941825867, 0.701200008392334, 0.7009999752044678]","[4.109035968780518, 3.6430909633636475, 3.839651584625244, 2.9476943016052246, 2.9492146968841553, 3.408304214477539, 2.877234935760498, 2.7474348545074463, 2.6858785152435303, 2.6646640300750732, 2.405749559402466, 2.6212024688720703, 2.4320638179779053, 2.671865701675415, 2.288423776626587, 2.6780858039855957, 2.432237148284912, 2.46954345703125, 2.263056755065918, 2.3371381759643555, 2.4422497749328613, 2.4122538566589355, 2.282017469406128, 2.6984481811523438, 2.0797460079193115, 2.058997392654419, 2.2438113689422607, 2.046142578125, 2.0205302238464355, 2.0873327255249023, 1.9865165948867798, 1.9758611917495728, 2.095465898513794, 2.023514986038208, 2.0258395671844482, 1.8281004428863525, 2.083268404006958, 1.965352177619934, 2.238351583480835, 1.9846090078353882, 2.0125033855438232, 1.835961103439331, 1.749283790588379, 1.834924578666687, 1.925011157989502, 1.8305646181106567, 1.9255667924880981, 1.7569435834884644, 1.730126142501831, 1.7285820245742798, 1.7637361288070679, 1.7777371406555176, 1.7541406154632568, 1.8338189125061035, 1.83426034450531, 1.7732083797454834, 1.7741546630859375, 1.8023797273635864, 1.8085005283355713, 1.8093194961547852, 1.7941933870315552, 1.7992769479751587, 1.8011099100112915, 1.8073527812957764, 1.811982274055481, 1.7978304624557495, 1.7940410375595093, 1.7951971292495728, 1.8093191385269165, 1.7896453142166138]",0.703400016,,,,1410615296,3381540,,,,,,"[14, 14, 14, 38, 36, 22, 54, 12]",0.869751466,-0.045064416,0.125,0.375,0,0,0.366666667,,,,,0,0,,BEST,TRUE,FALSE,,,,,,42,TRUE,TRUE,,41.7,NONE
BCFATB,44,3,30,18,1,TRUE,FALSE,"[14, 6, 4, 23, 46, 6, 38, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,SUCCMUT,GA,70,"[0.10859999805688858, 0.16899999976158142, 0.2637999951839447, 0.30799999833106995, 0.3481999933719635, 0.4115999937057495, 0.4336000084877014, 0.4327999949455261, 0.4490000009536743, 0.45100000500679016, 0.42579999566078186, 0.45260000228881836, 0.519599974155426, 0.5740000009536743, 0.5641999840736389, 0.5740000009536743, 0.5703999996185303, 0.5947999954223633, 0.5568000078201294, 0.5974000096321106, 0.5893999934196472, 0.6065999865531921, 0.6140000224113464, 0.6223999857902527, 0.6096000075340271, 0.567799985408783, 0.6430000066757202, 0.5425999760627747, 0.6218000054359436, 0.607200026512146, 0.6082000136375427, 0.6227999925613403, 0.6583999991416931, 0.6725999712944031, 0.6722000241279602, 0.6531999707221985, 0.6801999807357788, 0.6668000221252441, 0.6733999848365784, 0.6276000142097473, 0.6690000295639038, 0.6759999990463257, 0.7006000280380249, 0.6913999915122986, 0.6899999976158142, 0.6844000220298767, 0.6758000254631042, 0.6966000199317932, 0.7071999907493591, 0.7107999920845032, 0.7038000226020813, 0.7031999826431274, 0.699400007724762, 0.704800009727478, 0.699400007724762, 0.70660001039505, 0.7009999752044678, 0.704800009727478, 0.7084000110626221, 0.698199987411499, 0.7093999981880188, 0.7067999839782715, 0.7111999988555908, 0.7121999859809875, 0.7098000049591064, 0.7103999853134155, 0.7084000110626221, 0.7071999907493591, 0.7085999846458435, 0.7092000246047974]","[4.211346626281738, 3.677516460418701, 3.136939764022827, 3.048515796661377, 2.8963887691497803, 2.643430471420288, 2.51422381401062, 2.6281070709228516, 2.5421831607818604, 2.5778908729553223, 2.887378215789795, 2.6140530109405518, 2.281724452972412, 2.0346059799194336, 2.089887857437134, 2.051166296005249, 2.0755860805511475, 1.9463233947753906, 2.127762794494629, 1.934380054473877, 2.0330028533935547, 1.9411828517913818, 1.8734091520309448, 1.8523178100585938, 1.934912919998169, 2.2690069675445557, 1.8099154233932495, 2.2918949127197266, 1.9574509859085083, 2.001741886138916, 2.06350040435791, 1.9435101747512817, 1.7662298679351807, 1.731033205986023, 1.7289353609085083, 1.843787670135498, 1.705183982849121, 1.7764564752578735, 1.7584586143493652, 2.0500411987304688, 1.7649791240692139, 1.7528115510940552, 1.6646980047225952, 1.672613501548767, 1.727786898612976, 1.7735316753387451, 1.8241783380508423, 1.7043606042861938, 1.6589490175247192, 1.6491400003433228, 1.6795947551727295, 1.6677937507629395, 1.7246757745742798, 1.7079827785491943, 1.7365832328796387, 1.690278172492981, 1.7368388175964355, 1.7112210988998413, 1.715948224067688, 1.7472773790359497, 1.691962718963623, 1.7294726371765137, 1.7076125144958496, 1.7081084251403809, 1.7208441495895386, 1.722059965133667, 1.717935562133789, 1.7179033756256104, 1.7157740592956543, 1.7161204814910889]",0.712199986,,,,1059117056,2983332,,,,,,,0.762055576,-0.126547195,0.125,0.125,0,0,0.6,,,,,0,0,,BEST,TRUE,FALSE,,,,,,2,TRUE,TRUE,,42.1,NONE
BFCFCX[M],45,4,30,19,1,TRUE,TRUE,"[14, 6, 4, 38, 36, 22, 6, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,SUCCMUT,GA,70,"[0.07840000092983246, 0.1454000025987625, 0.1817999929189682, 0.29100000858306885, 0.31619998812675476, 0.2563999891281128, 0.40119999647140503, 0.42820000648498535, 0.4068000018596649, 0.39160001277923584, 0.41620001196861267, 0.48919999599456787, 0.462799996137619, 0.5026000142097473, 0.47519999742507935, 0.48500001430511475, 0.47200000286102295, 0.579800009727478, 0.5825999975204468, 0.5550000071525574, 0.5917999744415283, 0.5703999996185303, 0.5824000239372253, 0.592199981212616, 0.6122000217437744, 0.6021999716758728, 0.574400007724762, 0.6132000088691711, 0.5437999963760376, 0.5996000170707703, 0.6398000121116638, 0.5932000279426575, 0.6079999804496765, 0.6262000203132629, 0.628000020980835, 0.6240000128746033, 0.649399995803833, 0.6597999930381775, 0.6704000234603882, 0.6453999876976013, 0.6728000044822693, 0.6765999794006348, 0.6636000275611877, 0.6582000255584717, 0.6646000146865845, 0.6567999720573425, 0.6854000091552734, 0.6848000288009644, 0.6881999969482422, 0.6917999982833862, 0.6827999949455261, 0.6876000165939331, 0.680400013923645, 0.696399986743927, 0.6905999779701233, 0.7003999948501587, 0.6949999928474426, 0.6990000009536743, 0.6912000179290771, 0.7002000212669373, 0.6976000070571899, 0.6972000002861023, 0.6973999738693237, 0.6894000172615051, 0.699400007724762, 0.6976000070571899, 0.6966000199317932, 0.7062000036239624, 0.7063999772071838, 0.7017999887466431]","[4.576310157775879, 3.846160650253296, 3.7814526557922363, 3.119539976119995, 2.9880120754241943, 3.4931187629699707, 2.6762642860412598, 2.5916152000427246, 2.672095537185669, 2.8288989067077637, 2.664034605026245, 2.321594715118408, 2.493710517883301, 2.3233802318573, 2.4414620399475098, 2.435019016265869, 2.589611291885376, 2.0111498832702637, 2.0125536918640137, 2.134972095489502, 1.9255282878875732, 2.0981040000915527, 2.0208232402801514, 2.0269792079925537, 1.94624924659729, 1.8965972661972046, 2.093475341796875, 1.8972489833831787, 2.2752151489257812, 1.9227497577667236, 1.7489216327667236, 2.0295987129211426, 1.922394871711731, 1.8763388395309448, 1.8486539125442505, 1.9171631336212158, 1.7898117303848267, 1.7552822828292847, 1.73722505569458, 1.8271515369415283, 1.6653199195861816, 1.7008191347122192, 1.776854157447815, 1.80875825881958, 1.7797150611877441, 1.8053361177444458, 1.6828670501708984, 1.6510542631149292, 1.6796634197235107, 1.6711233854293823, 1.7317023277282715, 1.7118829488754272, 1.7515912055969238, 1.64566969871521, 1.701751708984375, 1.6306509971618652, 1.6691628694534302, 1.6447087526321411, 1.6709898710250854, 1.667214035987854, 1.6799999475479126, 1.6572932004928589, 1.672817587852478, 1.6891590356826782, 1.6606285572052002, 1.665097713470459, 1.6690824031829834, 1.6505907773971558, 1.6597148180007935, 1.683215856552124]",0.706399977,,,,947487232,1901476,,,,,,"[14, 6, 4, 38, 36, 22, 6, 12]",0.784497998,-0.148011929,0.25,0.125,0,0,0.633333333,,,,,0,0,,BEST,TRUE,FALSE,,,,,,31,TRUE,TRUE,,35.3,NONE
BYCSAW[M],46,5,30,27,1,TRUE,TRUE,"[14, 22, 4, 23, 46, 6, 6, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [64, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,SUCCMUT,GA,70,"[0.09080000221729279, 0.13099999725818634, 0.17560000717639923, 0.30059999227523804, 0.33059999346733093, 0.301800012588501, 0.4203999936580658, 0.41100001335144043, 0.43939998745918274, 0.39879998564720154, 0.42500001192092896, 0.48980000615119934, 0.4708000123500824, 0.4779999852180481, 0.5174000263214111, 0.4702000021934509, 0.5198000073432922, 0.5533999800682068, 0.48579999804496765, 0.5055999755859375, 0.522599995136261, 0.5436000227928162, 0.5264000296592712, 0.6348000168800354, 0.6140000224113464, 0.6155999898910522, 0.6258000135421753, 0.6194000244140625, 0.626800000667572, 0.6218000054359436, 0.6208000183105469, 0.6245999932289124, 0.6136000156402588, 0.6565999984741211, 0.6669999957084656, 0.6690000295639038, 0.6564000248908997, 0.6646000146865845, 0.6621999740600586, 0.646399974822998, 0.6520000100135803, 0.6790000200271606, 0.6935999989509583, 0.680400013923645, 0.6827999949455261, 0.6931999921798706, 0.6851999759674072, 0.676800012588501, 0.6791999936103821, 0.6858000159263611, 0.6815999746322632, 0.6913999915122986, 0.6855999827384949, 0.6962000131607056, 0.7017999887466431, 0.7013999819755554, 0.6984000205993652, 0.6984000205993652, 0.7067999839782715, 0.7088000178337097, 0.7020000219345093, 0.7052000164985657, 0.7016000151634216, 0.7107999920845032, 0.7085999846458435, 0.7039999961853027, 0.7074000239372253, 0.7081999778747559, 0.701200008392334, 0.7053999900817871]","[4.433921813964844, 4.181852340698242, 3.8456242084503174, 3.152904987335205, 2.950794219970703, 3.1821272373199463, 2.6047353744506836, 2.678013563156128, 2.542823076248169, 2.7904205322265625, 2.6670732498168945, 2.3619544506073, 2.491473436355591, 2.5010337829589844, 2.3609066009521484, 2.5071325302124023, 2.3324592113494873, 2.1821727752685547, 2.51322865486145, 2.4532008171081543, 2.3369460105895996, 2.26255202293396, 2.4504003524780273, 1.9170734882354736, 2.039205312728882, 1.9956743717193604, 1.9148824214935303, 1.8771684169769287, 1.917504072189331, 1.9400172233581543, 1.921424388885498, 1.9904476404190063, 2.0399744510650635, 1.8296351432800293, 1.7501615285873413, 1.738787293434143, 1.8324586153030396, 1.7683130502700806, 1.8240324258804321, 1.8717681169509888, 1.847212314605713, 1.7280353307724, 1.6933627128601074, 1.7347956895828247, 1.7372775077819824, 1.684258222579956, 1.7398353815078735, 1.7818599939346313, 1.7743552923202515, 1.757784128189087, 1.8001198768615723, 1.6992892026901245, 1.7806206941604614, 1.7043319940567017, 1.7053323984146118, 1.7236781120300293, 1.7309741973876953, 1.7173815965652466, 1.7066130638122559, 1.717314600944519, 1.7364211082458496, 1.7151316404342651, 1.7275749444961548, 1.710273265838623, 1.7161439657211304, 1.7369613647460938, 1.729123592376709, 1.7274340391159058, 1.7424982786178589, 1.7309224605560303]",0.710799992,,,,1347107328,2688164,,,,,,"[14, 22, 4, 23, 46, 6, 6, 12]",0.784480835,-0.100662879,0.375,0.125,0,0,0.9,,,,,0,0,,BEST,TRUE,FALSE,,,,,,33,TRUE,TRUE,,35.3,NONE
BPLFRL[M],47,6,30,14,1,TRUE,TRUE,"[14, 6, 4, 38, 36, 38, 6, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,SUCCMUT,GA,70,"[0.10419999808073044, 0.1550000011920929, 0.2529999911785126, 0.26460000872612, 0.3476000130176544, 0.3662000000476837, 0.3946000039577484, 0.3734000027179718, 0.4074000120162964, 0.4575999975204468, 0.44040000438690186, 0.45840001106262207, 0.42980000376701355, 0.4812000095844269, 0.4634000062942505, 0.5893999934196472, 0.5633999705314636, 0.5378000140190125, 0.5576000213623047, 0.5422000288963318, 0.5874000191688538, 0.5916000008583069, 0.6046000123023987, 0.5774000287055969, 0.5723999738693237, 0.5853999853134155, 0.6128000020980835, 0.5681999921798706, 0.5582000017166138, 0.579200029373169, 0.5776000022888184, 0.5676000118255615, 0.6381999850273132, 0.6516000032424927, 0.6442000269889832, 0.6485999822616577, 0.6452000141143799, 0.6305999755859375, 0.6366000175476074, 0.6733999848365784, 0.6819999814033508, 0.6776000261306763, 0.6679999828338623, 0.6654000282287598, 0.6611999869346619, 0.6643999814987183, 0.6830000281333923, 0.680400013923645, 0.6797999739646912, 0.6692000031471252, 0.6833999752998352, 0.6863999962806702, 0.6823999881744385, 0.6859999895095825, 0.6809999942779541, 0.6805999875068665, 0.6844000220298767, 0.6819999814033508, 0.6837999820709229, 0.6794000267982483, 0.6818000078201294, 0.6790000200271606, 0.6868000030517578, 0.682200014591217, 0.6851999759674072, 0.6845999956130981, 0.6836000084877014, 0.6854000091552734, 0.6851999759674072, 0.6859999895095825]","[4.094669342041016, 3.8556785583496094, 3.280789852142334, 3.183870553970337, 2.8321938514709473, 2.8019118309020996, 2.6655807495117188, 2.8883180618286133, 2.7568821907043457, 2.4274191856384277, 2.5379140377044678, 2.518141508102417, 2.7212729454040527, 2.4564943313598633, 2.476064443588257, 1.955307960510254, 1.9997808933258057, 2.229133367538452, 2.1362791061401367, 2.210737705230713, 1.914934754371643, 1.926221489906311, 1.8725632429122925, 2.051161527633667, 2.0466580390930176, 1.9695188999176025, 1.8432023525238037, 2.1614344120025635, 2.2705776691436768, 2.0399856567382812, 2.0530507564544678, 2.1929421424865723, 1.7893766164779663, 1.7244713306427002, 1.7877445220947266, 1.7506029605865479, 1.7402359247207642, 1.9253109693527222, 1.8808472156524658, 1.6748967170715332, 1.6363965272903442, 1.6901130676269531, 1.726606011390686, 1.7332513332366943, 1.7433454990386963, 1.7526026964187622, 1.6631076335906982, 1.689622402191162, 1.705870270729065, 1.746385097503662, 1.684994101524353, 1.6710578203201294, 1.6952296495437622, 1.6991817951202393, 1.7134979963302612, 1.7038662433624268, 1.6889632940292358, 1.6848474740982056, 1.6790845394134521, 1.6897128820419312, 1.690327525138855, 1.7070997953414917, 1.6921734809875488, 1.6965259313583374, 1.6948914527893066, 1.6889761686325073, 1.7013709545135498, 1.6949355602264404, 1.6913520097732544, 1.6883468627929688]",0.686800003,,,,975819264,2122916,,,,,,"[14, 6, 4, 38, 36, 38, 6, 12]",0.770522869,-0.0772611,0.125,0.5,0,0,0.466666667,,,,,0,0,,BEST,TRUE,FALSE,,,,,,34,TRUE,TRUE,,35.5,NONE
BVDMRF[M],48,7,30,14,1,TRUE,TRUE,"[14, 6, 4, 38, 36, 7, 6, 12]",[],"[{'INP': 32}, {'CONV': [64, 3]}, ({'CONV': [32, 5]}, {'CONV': [256, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [128, 3]}), ({'CONV': [128, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}), ({'CONV': [128, 3]}, {'CONV': [128, 3]}), ({'CONV': [32, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}), ({'CONV': [32, 3]}, {'CONV': [256, 3]}), ({'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}), {'GLOBAL_AVG': None}, {'LAST_DENSE': [100, 'softmax']}]",HHSE,SUCCMUT,GA,70,"[0.0860000029206276, 0.11420000344514847, 0.2272000014781952, 0.24120000004768372, 0.3601999878883362, 0.33880001306533813, 0.3190000057220459, 0.3959999978542328, 0.4009999930858612, 0.4374000132083893, 0.44339999556541443, 0.46959999203681946, 0.4359999895095825, 0.48100000619888306, 0.5088000297546387, 0.4702000021934509, 0.5026000142097473, 0.508400022983551, 0.47940000891685486, 0.5049999952316284, 0.5753999948501587, 0.6015999913215637, 0.5784000158309937, 0.592199981212616, 0.6197999715805054, 0.6074000000953674, 0.5968000292778015, 0.5547999739646912, 0.6161999702453613, 0.628000020980835, 0.6485999822616577, 0.6589999794960022, 0.644599974155426, 0.6539999842643738, 0.6628000140190125, 0.6255999803543091, 0.6570000052452087, 0.6624000072479248, 0.6421999931335449, 0.6462000012397766, 0.6794000267982483, 0.673799991607666, 0.6777999997138977, 0.6692000031471252, 0.6779999732971191, 0.678600013256073, 0.6779999732971191, 0.6758000254631042, 0.6740000247955322, 0.6642000079154968, 0.6872000098228455, 0.6922000050544739, 0.6858000159263611, 0.6818000078201294, 0.6877999901771545, 0.6931999921798706, 0.6941999793052673, 0.6922000050544739, 0.6926000118255615, 0.6912000179290771, 0.6868000030517578, 0.6851999759674072, 0.6952000260353088, 0.6959999799728394, 0.692799985408783, 0.6955999732017517, 0.6949999928474426, 0.696399986743927, 0.696399986743927, 0.6944000124931335]","[4.2918572425842285, 4.081889629364014, 3.362013578414917, 3.337035655975342, 2.716574192047119, 2.880398750305176, 3.1496546268463135, 2.694075107574463, 2.676391363143921, 2.5436503887176514, 2.5344276428222656, 2.4202487468719482, 2.6865334510803223, 2.396749496459961, 2.3128840923309326, 2.408966302871704, 2.3930344581604004, 2.3869407176971436, 2.4621663093566895, 2.452911615371704, 2.074753761291504, 1.89957857131958, 2.0338878631591797, 2.0048859119415283, 1.819291353225708, 1.8780688047409058, 1.9880897998809814, 2.277132749557495, 1.8953884840011597, 1.8432408571243286, 1.7202314138412476, 1.6855765581130981, 1.7833863496780396, 1.7379509210586548, 1.646009922027588, 1.9072785377502441, 1.6945207118988037, 1.682309627532959, 1.8111740350723267, 1.807376503944397, 1.6529923677444458, 1.6871999502182007, 1.6349496841430664, 1.6829625368118286, 1.6261301040649414, 1.644881248474121, 1.6423683166503906, 1.664640188217163, 1.7015864849090576, 1.7280313968658447, 1.6264865398406982, 1.597947120666504, 1.642364501953125, 1.662203073501587, 1.6365678310394287, 1.6091581583023071, 1.621017336845398, 1.6195021867752075, 1.620972990989685, 1.6276981830596924, 1.6574410200119019, 1.6514630317687988, 1.63584566116333, 1.6250333786010742, 1.6414504051208496, 1.637065052986145, 1.6342899799346924, 1.6271297931671143, 1.633633017539978, 1.6380724906921387]",0.696399987,,,,950098432,1921828,,,,,,"[14, 6, 4, 38, 36, 7, 6, 12]",0.811672177,-0.018656861,0.25,0.25,0,0,0.466666667,,,,,0,0,,BEST,TRUE,FALSE,,,,,,40,TRUE,TRUE,,35.5,NONE
