Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.7844707478582859,-99999.0,379929710.0,-359996400.0,8367658.0
2,0.7951235490901903,-99999.0,1843275870.0,-359996400.0,35947402.0
3,0.7811625702359847,-99999.0,817521726.0,-359996400.0,34329834.0
4,0.7793713525666132,-99999.0,1151722750.0,-359996400.0,17895594.0
5,0.7801340149044991,-99999.0,1157325790.0,-359996400.0,2474890.0
Mean,0.7840524469311146,-99999.0,1069955169.2,-359996400.0,19803075.6
Std,0.005802799668987242,0.0,480042132.84349185,0.0,13463575.026347818
