Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.7769575713362014,-99999.0,812406590.0,-359996400.0,34321450.0
2,0.7885209650773377,-99999.0,1870696942.0,-359996400.0,4082858.0
3,0.788065139214198,-99999.0,1717375070.0,-359996400.0,18442570.0
4,0.782386006116867,-99999.0,371758750.0,-359996400.0,4757514.0
5,0.790192990899086,-99999.0,1630402462.0,-359996400.0,6096074.0
Mean,0.785224534528738,-99999.0,1280527962.8,-359996400.0,13540093.2
Std,0.004899407556360351,0.0,584216755.3356746,0.0,11643757.865103558
