Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.7730550014972687,-99999.0,163328798.0,-359996400.0,8655850.0
2,0.7705273316303888,-99999.0,3151125054.0,-359996400.0,70127914.0
3,0.7886820502413644,-99999.0,2423670590.0,-359996400.0,12294218.0
4,0.7870471988916397,-99999.0,1276186526.0,-359996400.0,6255242.0
5,0.7880823264519374,-99999.0,778167518.0,-359996400.0,16976362.0
Mean,0.7814787817425198,-99999.0,1558495697.2,-359996400.0,22861917.2
Std,0.007967377015318328,0.0,1088126562.0591416,0.0,23908092.715148773
