Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.773010268330574,-99999.0,316869982.0,-359996400.0,9385194.0
2,0.7942109912633896,-99999.0,1704211262.0,-359996400.0,5765450.0
3,0.7774003067612648,-99999.0,398333662.0,-359996400.0,9667146.0
4,0.7935900032520294,-99999.0,1462445790.0,-359996400.0,35181834.0
5,0.7916140061616898,-99999.0,734058782.0,-359996400.0,10776074.0
Mean,0.7859651151537895,-99999.0,923183895.6,-359996400.0,14155139.6
Std,0.00893562935621582,0.0,562078246.5007398,0.0,10647265.572766025
