Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.7904876928329467,-99999.0,544394750.0,-359996400.0,3293066.0
2,0.759350113029217,-99999.0,875763038.0,-359996400.0,9241514.0
3,0.7662544149223602,-99999.0,744855646.0,-359996400.0,17605834.0
4,0.7901235366364321,-99999.0,2747897950.0,-359996400.0,19451082.0
5,0.7814450741921152,-99999.0,1316273886.0,-359996400.0,3105162.0
Mean,0.7775321663226143,-99999.0,1245837054.0,-359996400.0,10539331.6
Std,0.012644950455772406,0.0,792604155.5423965,0.0,6911068.291824112
