Execution,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params
1,0.788300194172632,-99999.0,1018909150.0,-359996400.0,6026250.0
2,0.7932703631917635,-99999.0,510919646.0,-359996400.0,34491402.0
3,0.7908658288823708,-99999.0,977459070.0,-359996400.0,3365578.0
4,0.797427993118763,-99999.0,666248254.0,-359996400.0,18650442.0
5,0.79061299264431,-99999.0,2022245918.0,-359996400.0,10672778.0
Mean,0.7920954744019678,-99999.0,1039156407.6,-359996400.0,14641290.0
Std,0.0030961282860436966,0.0,527024869.56362456,0.0,11200088.651205722
