GO_Name,Mean_Stationary_Probability
SBX_NONE,0.300237
NONE_MPOLY,0.043907
SPC_MNUF,0.067629
UC_NONE,0.046168
SPC_NONE,0.048293
SBX_MNUF,0.066450
NONE_MNUF,0.032950
SBX_MPOLY,0.053790
UC_MNUF,0.063207
TPC_MPOLY,0.045841
SPC_MPOLY,0.045835
TPC_MNUF,0.059450
TPC_NONE,0.046873
UC_MPOLY,0.046040
