GO_Name,Mean_Stationary_Probability
TPC_MNUF,0.108323
SBX_MNUF,0.101520
SBX_NONE,0.250973
SPC_MNUF,0.098986
UC_MNUF,0.097507
NONE_MNUF,0.051962
SBX_MPOLY,0.055640
SPC_MPOLY,0.048789
NONE_MPOLY,0.042068
UC_MPOLY,0.039645
TPC_MPOLY,0.042286
UC_NONE,0.008213
TPC_NONE,0.010585
SPC_NONE,0.010170
