ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Penalization,Trained_Completely,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro
BQVL[M],,9,1,1,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10580000281333923, 0.12250000238418579, 0.1265999972820282, 0.13699999451637268, 0.1703999936580658, 0.19300000369548798, 0.21770000457763672, 0.23999999463558197, 0.2345000058412552, 0.25780001282691956, 0.26499998569488525, 0.26409998536109924, 0.27970001101493835, 0.2847999930381775, 0.2768000066280365, 0.29109999537467957, 0.289900004863739, 0.2865999937057495, 0.287200003862381, 0.29679998755455017]","[2.5445311069488525, 2.5188894271850586, 2.348579168319702, 2.2842071056365967, 2.179574489593506, 2.075284481048584, 2.023071050643921, 1.9981459379196167, 2.0186545848846436, 1.966204285621643, 1.9713062047958374, 1.9556832313537598, 1.9408501386642456, 1.9412462711334229, 1.9488812685012817, 1.9390480518341064, 1.9378783702850342, 1.9264332056045532, 1.9273433685302734, 1.9332391023635864]",0.296799988,,,,,,,,,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 2, 1, 5, 1, 0]",0,0,15,0,2,0,30,,0.066666667,FALSE,WORST,0,TRUE,,0,0,0,0
PQRXH[M],,10,1,1,TRUE,TRUE,"[1, 3, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 2, -1, 0, 1, 1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.15780000388622284, 0.1956000030040741, 0.1851000040769577, 0.20160000026226044, 0.20730000734329224, 0.2393999993801117, 0.2232999950647354, 0.2304999977350235, 0.25999999046325684, 0.28110000491142273, 0.28119999170303345, 0.30059999227523804, 0.33009999990463257, 0.3163999915122986, 0.3179999887943268, 0.3734999895095825, 0.3734999895095825, 0.39899998903274536, 0.367000013589859, 0.42340001463890076]","[2.999272584915161, 2.8622100353240967, 2.6696765422821045, 2.613170862197876, 2.3290340900421143, 2.2379844188690186, 2.1487255096435547, 2.1071360111236572, 2.0146775245666504, 1.9465616941452026, 1.9346078634262085, 1.9097179174423218, 1.8170193433761597, 1.8375871181488037, 1.8368357419967651, 1.7148311138153076, 1.702670931816101, 1.6629103422164917, 1.712666630744934, 1.6003742218017578]",0.423400015,,,,,,,,,"[1, 3, 0, 1, 1, 1, 1, 3, 0, 1, 2, 1, 1, 1, 0, 2, -1, 0, 5, 1, 0]",0,0,12,0,2,0,30,,0.066666667,FALSE,WORST,0,TRUE,,0,0,0,0
EVXVS[M],,11,1,1,TRUE,TRUE,"[1, 0, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.11580000072717667, 0.12269999831914902, 0.13529999554157257, 0.16529999673366547, 0.18160000443458557, 0.18469999730587006, 0.21170000731945038, 0.23549999296665192, 0.23260000348091125, 0.24120000004768372, 0.262800008058548, 0.2705000042915344, 0.2513999938964844, 0.2791999876499176, 0.26420000195503235, 0.2529999911785126, 0.28619998693466187, 0.2639000117778778, 0.2750000059604645, 0.2596000134944916]","[2.5571162700653076, 2.6027300357818604, 2.48649525642395, 2.330373525619507, 2.247831344604492, 2.1779279708862305, 2.088683843612671, 2.012256145477295, 2.0387461185455322, 1.9925543069839478, 1.9547014236450195, 1.9474042654037476, 1.9568593502044678, 1.9219318628311157, 1.964229941368103, 1.9800437688827515, 1.929387092590332, 1.9499315023422241, 1.9406318664550781, 1.9476507902145386]",0.259600013,,,,,,,,,"[1, 0, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 0, 5, 1, 0]",0,0,14,0,3,0,30,,0.1,FALSE,WORST,0,TRUE,,0,0,0,0
NYBTA[M],,12,1,1,TRUE,TRUE,"[1, 0, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 2, -1, 1, 2, -1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.11150000244379044, 0.12710000574588776, 0.13950000703334808, 0.15860000252723694, 0.1898999959230423, 0.2190999984741211, 0.2540999948978424, 0.26269999146461487, 0.266400009393692, 0.26910001039505005, 0.2759000062942505, 0.2782999873161316, 0.29089999198913574, 0.29089999198913574, 0.30230000615119934, 0.29789999127388, 0.29170000553131104, 0.30970001220703125, 0.30649998784065247, 0.3075999915599823]","[2.414825201034546, 2.3902502059936523, 2.3198719024658203, 2.1794304847717285, 2.08035945892334, 2.0358827114105225, 2.002622127532959, 1.988770842552185, 1.9803545475006104, 1.9752320051193237, 1.9759820699691772, 1.9667210578918457, 1.9608759880065918, 1.9552671909332275, 1.955359935760498, 1.95051109790802, 1.9480820894241333, 1.9491316080093384, 1.9382412433624268, 1.9351019859313965]",0.307599992,,,,,,,,,"[1, 0, 0, 1, 2, 1, 1, 2, 0, 1, 2, 1, 1, 3, 0, 1, 1, 1, 5, 1, 0]",0,0,14,0,4,0,30,,0.133333333,FALSE,WORST,0,TRUE,,0,0,0,0
KZBUY[M],,13,1,1,TRUE,TRUE,"[1, 3, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 1, 1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.15970000624656677, 0.19499999284744263, 0.2175000011920929, 0.2606000006198883, 0.2937000095844269, 0.33340001106262207, 0.3458000123500824, 0.4291999936103821, 0.4043000042438507, 0.45080000162124634, 0.4341999888420105, 0.4278999865055084, 0.5411999821662903, 0.5070000290870667, 0.5307000279426575, 0.5720999836921692, 0.5626000165939331, 0.5515999794006348, 0.5340999960899353, 0.5995000004768372]","[3.2797651290893555, 2.994593620300293, 2.714348077774048, 2.4606211185455322, 2.1851229667663574, 1.8595325946807861, 1.8475388288497925, 1.5787733793258667, 1.8156625032424927, 1.5210446119308472, 1.5664194822311401, 1.541132926940918, 1.3011349439620972, 1.3568955659866333, 1.3227711915969849, 1.2124576568603516, 1.2435777187347412, 1.2560187578201294, 1.2878292798995972, 1.1423592567443848]",0.5995,,,,,,,,,"[1, 3, 1, 1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 0, 0, 2, -1, 1, 5, 2, 0]",0,0,9,0,1,0,30,,0.033333333,FALSE,WORST,0,TRUE,,0,0,0,0
GAHXB[M],,14,1,1,TRUE,TRUE,"[1, 3, 0, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10909999907016754, 0.120899997651577, 0.1444000005722046, 0.16060000658035278, 0.15800000727176666, 0.19179999828338623, 0.22519999742507935, 0.25850000977516174, 0.27309998869895935, 0.29420000314712524, 0.3287999927997589, 0.3515999913215637, 0.3553999960422516, 0.3668000102043152, 0.35100001096725464, 0.37310001254081726, 0.34700000286102295, 0.3978999853134155, 0.3894999921321869, 0.3898000121116638]","[2.8630564212799072, 2.739290237426758, 2.715841293334961, 2.5261929035186768, 2.5536184310913086, 2.278245210647583, 2.1607444286346436, 2.0662081241607666, 1.985830307006836, 1.9483137130737305, 1.8754528760910034, 1.8131318092346191, 1.8096740245819092, 1.7850900888442993, 1.812393307685852, 1.769371509552002, 1.8156845569610596, 1.7453099489212036, 1.7457650899887085, 1.732229471206665]",0.389800012,,,,,,,,,"[1, 3, 0, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 3, 0, 1, 3, 1, 5, 1, 0]",0,0,12,0,3,0,30,,0.1,FALSE,WORST,0,TRUE,,0,0,0,0
LOIYS[M],,15,1,1,TRUE,TRUE,"[1, 2, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 2, -1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.1136000007390976, 0.12630000710487366, 0.15289999544620514, 0.14900000393390656, 0.18219999969005585, 0.2231999933719635, 0.24950000643730164, 0.2612000107765198, 0.3005000054836273, 0.3337000012397766, 0.3278999924659729, 0.35120001435279846, 0.3605000078678131, 0.3538999855518341, 0.3781999945640564, 0.37779998779296875, 0.3873000144958496, 0.3652999997138977, 0.3871000111103058, 0.3885999917984009]","[2.769171953201294, 2.7027881145477295, 2.6129322052001953, 2.5483157634735107, 2.298340320587158, 2.1247429847717285, 2.050048828125, 1.9876378774642944, 1.922031283378601, 1.8585774898529053, 1.8715137243270874, 1.840039610862732, 1.8200500011444092, 1.8266396522521973, 1.811310887336731, 1.7875542640686035, 1.7910058498382568, 1.7889649868011475, 1.7960337400436401, 1.77592933177948]",0.388599992,,,,,,,,,"[1, 2, 0, 1, 3, 1, 1, 3, 0, 1, 1, 0, 1, 3, 0, 1, 3, 1, 5, 1, 0]",0,0,14,0,1,0,30,,0.033333333,FALSE,WORST,0,TRUE,,0,0,0,0
EGRRU[M][M],,15,5,5,TRUE,TRUE,"[1, 2, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.12219999730587006, 0.12150000035762787, 0.15790000557899475, 0.19220000505447388, 0.20170000195503235, 0.20999999344348907, 0.2678999900817871, 0.30250000953674316, 0.3240000009536743, 0.34619998931884766, 0.3490999937057495, 0.3686999976634979, 0.3797000050544739, 0.37619999051094055, 0.4043999910354614, 0.40209999680519104, 0.40560001134872437, 0.42289999127388, 0.38190001249313354, 0.40689998865127563]","[2.869006633758545, 2.9255006313323975, 2.559741497039795, 2.492361545562744, 2.3581838607788086, 2.184378147125244, 2.031524658203125, 1.9320919513702393, 1.8757505416870117, 1.8462798595428467, 1.8490376472473145, 1.7984930276870728, 1.7919631004333496, 1.7821987867355347, 1.7589811086654663, 1.747262716293335, 1.7519464492797852, 1.729446530342102, 1.7346965074539185, 1.721351981163025]",0.406899989,,,,,,,,,"[1, 2, 1, 2, -1, 0, 2, -1, 1, 1, 3, 1, 2, -1, 1, 1, 2, 1, 5, 3, 0]",0,0,5,0,107,0,150,,0.713333333,FALSE,WORST,0,TRUE,,0,0,0,0
LKATX[M],,16,1,1,TRUE,TRUE,"[1, 3, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 1, 0, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.21459999680519104, 0.16740000247955322, 0.21299999952316284, 0.26409998536109924, 0.2793999910354614, 0.28679999709129333, 0.29789999127388, 0.3783000111579895, 0.37380000948905945, 0.3898000121116638, 0.391400009393692, 0.44519999623298645, 0.4320000112056732, 0.4390000104904175, 0.45500001311302185, 0.4417000114917755, 0.460099995136261, 0.4790000021457672, 0.45179998874664307, 0.49239999055862427]","[2.5043492317199707, 2.7390756607055664, 2.5351195335388184, 2.102382183074951, 2.216158866882324, 2.267019033432007, 2.064044952392578, 1.7660285234451294, 1.7557238340377808, 1.7201533317565918, 1.7072092294692993, 1.5931346416473389, 1.5921045541763306, 1.5881271362304688, 1.5253602266311646, 1.6103225946426392, 1.4930132627487183, 1.4475480318069458, 1.5570030212402344, 1.4227988719940186]",0.492399991,,,,,,,,,"[1, 3, 1, 2, -1, 1, 1, 2, 1, 2, -1, 0, 1, 3, 1, 2, -1, 0, 5, 1, 0]",0,0,9,0,1,0,30,,0.033333333,FALSE,WORST,0,TRUE,,0,0,0,0
GMECJ[M][M][M],,17,6,6,TRUE,TRUE,"[1, 0, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 2, -1, 1, 1, 2, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.11729999631643295, 0.13779999315738678, 0.13500000536441803, 0.19009999930858612, 0.17270000278949738, 0.19830000400543213, 0.2476000040769577, 0.23890000581741333, 0.2614000141620636, 0.2775999903678894, 0.27000001072883606, 0.2678999900817871, 0.24420000612735748, 0.28780001401901245, 0.26669999957084656, 0.2851000130176544, 0.29109999537467957, 0.27619999647140503, 0.2702000141143799, 0.27059999108314514]","[2.9000258445739746, 2.7202844619750977, 2.613675594329834, 2.319985866546631, 2.3226733207702637, 2.162510395050049, 2.082563877105713, 2.0974202156066895, 2.0570809841156006, 2.0005481243133545, 2.033926248550415, 2.020565986633301, 2.116947650909424, 1.982832431793213, 2.0272152423858643, 1.9990488290786743, 1.9623353481292725, 2.0024991035461426, 2.0501444339752197, 1.998873233795166]",0.270599991,,,,,,,,,"[1, 0, 0, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 2, -1, 1, 5, 2, 0]",0,0,7,0,142,0,180,,0.788888889,FALSE,WORST,0,TRUE,,0,0,0,0
JPMES[M][M],,17,10,10,TRUE,TRUE,"[1, 2, 0, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10589999705553055, 0.11900000274181366, 0.14069999754428864, 0.15940000116825104, 0.18930000066757202, 0.20919999480247498, 0.2467000037431717, 0.27959999442100525, 0.290800005197525, 0.3077999949455261, 0.32919999957084656, 0.33239999413490295, 0.3368000090122223, 0.36230000853538513, 0.35040000081062317, 0.37470000982284546, 0.36739999055862427, 0.37290000915527344, 0.38040000200271606, 0.37450000643730164]","[2.6579811573028564, 2.6623973846435547, 2.550076961517334, 2.3763415813446045, 2.224500894546509, 2.1388959884643555, 2.024040460586548, 1.9615564346313477, 1.9283605813980103, 1.9087122678756714, 1.8673802614212036, 1.8550810813903809, 1.8519320487976074, 1.8207216262817383, 1.8137375116348267, 1.8087749481201172, 1.8003456592559814, 1.7831296920776367, 1.7957744598388672, 1.7930587530136108]",0.374500006,,,,,,,,,"[1, 2, 0, 1, 3, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 1, 0]",0,0,2,0,258,0,300,,0.86,FALSE,WORST,0,TRUE,,0,0,0,0
DYZLG[M],,18,1,1,TRUE,TRUE,"[1, 2, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 1, 1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.13850000500679016, 0.15790000557899475, 0.17919999361038208, 0.1923000067472458, 0.20180000364780426, 0.22910000383853912, 0.2596000134944916, 0.28060001134872437, 0.29670000076293945, 0.3490999937057495, 0.3416999876499176, 0.40290001034736633, 0.40130001306533813, 0.4083999991416931, 0.42179998755455017, 0.4366999864578247, 0.42559999227523804, 0.424699991941452, 0.46860000491142273, 0.4571000039577484]","[2.7164344787597656, 2.832151412963867, 2.664013624191284, 2.575597047805786, 2.2939391136169434, 2.0962538719177246, 2.0510005950927734, 1.949282169342041, 1.8678085803985596, 1.810342788696289, 1.8029696941375732, 1.679389476776123, 1.6642659902572632, 1.6444835662841797, 1.6120353937149048, 1.599731683731079, 1.6150234937667847, 1.5944600105285645, 1.5368962287902832, 1.5675824880599976]",0.457100004,,,,,,,,,"[1, 2, 1, 1, 2, 0, 2, -1, 0, 1, 0, 0, 1, 3, 0, 2, -1, 1, 5, 1, 0]",0,0,11,0,3,0,30,,0.1,FALSE,WORST,0,TRUE,,0,0,0,0
JJQFW[M],,19,1,1,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 1, 1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.12129999697208405, 0.14169999957084656, 0.1370999962091446, 0.1784999966621399, 0.18389999866485596, 0.27149999141693115, 0.2777000069618225, 0.29170000553131104, 0.30320000648498535, 0.32010000944137573, 0.3075999915599823, 0.31290000677108765, 0.336899995803833, 0.3343999981880188, 0.32589998841285706, 0.3244999945163727, 0.3384000062942505, 0.3260999917984009, 0.34630000591278076, 0.31380000710487366]","[2.6277904510498047, 2.5674076080322266, 2.6397640705108643, 2.3188116550445557, 2.270453929901123, 1.9695035219192505, 1.992931842803955, 1.9569603204727173, 1.9022791385650635, 1.8808554410934448, 1.914169192314148, 1.8948980569839478, 1.8409007787704468, 1.8784923553466797, 1.8691669702529907, 1.859892725944519, 1.8458728790283203, 1.8404970169067383, 1.8129435777664185, 1.8569966554641724]",0.313800007,,,,,,,,,"[1, 0, 1, 1, 0, 0, 1, 2, 0, 1, 0, 0, 1, 1, 1, 2, -1, 1, 5, 1, 0]",0,0,12,0,2,0,30,,0.066666667,FALSE,WORST,0,TRUE,,0,0,0,0
NPXNC[M],,20,1,1,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.12110000103712082, 0.11309999972581863, 0.13439999520778656, 0.16539999842643738, 0.18950000405311584, 0.19529999792575836, 0.21220000088214874, 0.23010000586509705, 0.22840000689029694, 0.25110000371932983, 0.24709999561309814, 0.23669999837875366, 0.25940001010894775, 0.26829999685287476, 0.259799987077713, 0.2671999931335449, 0.26600000262260437, 0.2669999897480011, 0.26429998874664307, 0.2680000066757202]","[2.475804328918457, 2.452411413192749, 2.426470994949341, 2.1969833374023438, 2.114187240600586, 2.113697052001953, 2.05743145942688, 2.0222246646881104, 2.0187432765960693, 2.0126090049743652, 2.005028486251831, 1.992707371711731, 1.981858730316162, 1.9607548713684082, 1.9557267427444458, 1.949570894241333, 1.9577914476394653, 1.948319673538208, 1.951390027999878, 1.9459574222564697]",0.268000007,,,,,,,,,"[1, 0, 1, 1, 2, 0, 2, -1, 0, 1, 2, 1, 1, 1, 1, 2, -1, 1, 5, 2, 0]",0,0,8,0,4,0,30,,0.133333333,FALSE,WORST,0,TRUE,,0,0,0,0
XDTLZ[M],,21,1,1,TRUE,TRUE,"[1, 0, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 1, 3, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.13860000669956207, 0.2085999995470047, 0.28940001130104065, 0.310699999332428, 0.328000009059906, 0.3630000054836273, 0.31949999928474426, 0.3783999979496002, 0.3741999864578247, 0.361299991607666, 0.3562000095844269, 0.3659999966621399, 0.34619998931884766, 0.3797000050544739, 0.3587000072002411, 0.37070000171661377, 0.3702000081539154, 0.34540000557899475, 0.38530001044273376, 0.37709999084472656]","[2.742950677871704, 2.4472763538360596, 2.0478928089141846, 1.8979562520980835, 1.7977148294448853, 1.7713488340377808, 1.8259944915771484, 1.7340914011001587, 1.6738158464431763, 1.7051318883895874, 1.7273108959197998, 1.7214351892471313, 1.7724406719207764, 1.6924673318862915, 1.7597527503967285, 1.7028453350067139, 1.705569863319397, 1.7719779014587402, 1.6722549200057983, 1.715232014656067]",0.377099991,,,,,,,,,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 3, 1, 2, -1, 1, 5, 3, 0]",0,0,13,0,4,0,30,,0.133333333,FALSE,WORST,0,TRUE,,0,0,0,0
PXKQG[M],,21,9,9,TRUE,TRUE,"[1, 0, 0, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 0, 1, 1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.15970000624656677, 0.211899995803833, 0.26409998536109924, 0.33889999985694885, 0.34360000491142273, 0.3255999982357025, 0.4174000024795532, 0.3772999942302704, 0.421099990606308, 0.39430001378059387, 0.4002000093460083, 0.32510000467300415, 0.3781000077724457, 0.4334999918937683, 0.39489999413490295, 0.364300012588501, 0.420199990272522, 0.34779998660087585, 0.3910999894142151, 0.4065000116825104]","[2.9195234775543213, 2.414867877960205, 2.1946637630462646, 1.8228107690811157, 1.7959734201431274, 1.8556241989135742, 1.6310579776763916, 1.7251150608062744, 1.5986278057098389, 1.6402003765106201, 1.6552693843841553, 1.8037593364715576, 1.7194640636444092, 1.5640827417373657, 1.6847796440124512, 1.7415056228637695, 1.5863909721374512, 1.786224365234375, 1.6681982278823853, 1.625375747680664]",0.406500012,,,,,,,,,"[1, 0, 0, 2, -1, 0, 1, 0, 0, 2, -1, 0, 1, 2, 0, 2, -1, 0, 5, 3, 0]",0,0,7,0,232,0,270,,0.859259259,FALSE,WORST,0,TRUE,,0,0,0,0
GRLBA[M],,22,1,1,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.11349999904632568, 0.12389999628067017, 0.12430000305175781, 0.1476999968290329, 0.15139999985694885, 0.18250000476837158, 0.20890000462532043, 0.23180000483989716, 0.23160000145435333, 0.24490000307559967, 0.2370000034570694, 0.2475000023841858, 0.23720000684261322, 0.24690000712871552, 0.2476000040769577, 0.24580000340938568, 0.2605000138282776, 0.25920000672340393, 0.24950000643730164, 0.27489998936653137]","[2.717121124267578, 2.732207775115967, 2.576754093170166, 2.3956973552703857, 2.3469581604003906, 2.2078559398651123, 2.131976842880249, 2.0614912509918213, 2.049189329147339, 1.9907257556915283, 2.0145766735076904, 1.9678407907485962, 1.984012246131897, 1.9921884536743164, 1.9874677658081055, 1.9846874475479126, 1.9665497541427612, 1.9777367115020752, 1.9814881086349487, 1.9332926273345947]",0.274899989,,,,,,,,,"[1, 0, 1, 1, 2, 1, 1, 2, 0, 2, -1, 0, 1, 3, 1, 1, 0, 1, 5, 2, 0]",0,0,9,0,3,0,30,,0.1,FALSE,WORST,0,TRUE,,0,0,0,0
