ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Penalization,Trained_Completely,Confusion_matrix,cm_accuracy,cm_precision_macro,cm_recall_macro,cm_f1_macro
MDRDZ[M],,3,1,1,TRUE,TRUE,"[1, 2, 1, 1, 2, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 1, 3, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [128, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.3050999939441681, 0.39739999175071716, 0.4717000126838684, 0.5386999845504761, 0.5601000189781189, 0.5950000286102295, 0.6452000141143799, 0.6789000034332275, 0.6958000063896179, 0.6804999709129333, 0.7305999994277954, 0.6807000041007996, 0.6712999939918518, 0.6290000081062317, 0.6897000074386597, 0.7146000266075134, 0.6599000096321106, 0.7361999750137329, 0.7152000069618225, 0.723800003528595]","[2.329204559326172, 1.6295868158340454, 1.4641445875167847, 1.256264328956604, 1.2571383714675903, 1.1158212423324585, 0.9961408376693726, 0.9124841094017029, 0.8525200486183167, 0.8903453946113586, 0.7721763849258423, 0.8911940455436707, 0.9237468838691711, 1.0568816661834717, 0.8573941588401794, 0.8197544813156128, 0.9530937671661377, 0.7371137142181396, 0.8048937320709229, 0.8059393763542175]",0.723800004,,,,,,,,,"[1, 2, 1, 1, 2, 1, 2, -1, 0, 1, 2, 1, 2, -1, 1, 1, 3, 0, 5, 3, 0]",0,0,3,0,3,0,20,,0.15,FALSE,WORST,0,TRUE,,0,0,0,0
ZJGZN[M][M],,3,2,2,TRUE,TRUE,"[1, 2, 0, 2, -1, 1, 2, -1, 1, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.2937999963760376, 0.3968999981880188, 0.3939000070095062, 0.3628000020980835, 0.4684000015258789, 0.453900009393692, 0.40389999747276306, 0.42320001125335693, 0.5236999988555908, 0.4494999945163727, 0.5268999934196472, 0.5238999724388123, 0.4577000141143799, 0.6047000288963318, 0.5508000254631042, 0.4848000109195709, 0.5131000280380249, 0.5048999786376953, 0.4986000061035156, 0.5364999771118164]","[1.9372345209121704, 1.6970211267471313, 1.693161964416504, 1.8455862998962402, 1.5472415685653687, 1.5628234148025513, 1.7333228588104248, 1.6811796426773071, 1.4528069496154785, 1.5803501605987549, 1.485257625579834, 1.4361850023269653, 1.5874688625335693, 1.3373680114746094, 1.4246903657913208, 1.509222149848938, 1.4809272289276123, 1.4948140382766724, 1.4939968585968018, 1.4512852430343628]",0.536499977,,,,,,,,,"[1, 2, 0, 1, 3, 1, 2, -1, 1, 1, 0, 1, 2, -1, 1, 1, 0, 1, 5, 3, 0]",0,0,4,0,7,0,40,,0.175,FALSE,WORST,0,TRUE,,0,0,0,0
MDRDZ[M][M],,3,3,3,TRUE,TRUE,"[1, 2, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10580000281333923, 0.10459999740123749, 0.11010000109672546, 0.14409999549388885, 0.18799999356269836, 0.20360000431537628, 0.18389999866485596, 0.23810000717639923, 0.26989999413490295, 0.31470000743865967, 0.2581000030040741, 0.3075000047683716, 0.31470000743865967, 0.3580999970436096, 0.3610000014305115, 0.34709998965263367, 0.3652999997138977, 0.37860000133514404, 0.3549000024795532, 0.41029998660087585]","[3.6776745319366455, 3.557448148727417, 3.5538249015808105, 3.0079917907714844, 2.7847506999969482, 2.5491600036621094, 2.449610710144043, 2.3022408485412598, 2.0537235736846924, 1.970284342765808, 1.9761509895324707, 1.9239060878753662, 1.917132019996643, 1.8260657787322998, 1.8207664489746094, 1.8315210342407227, 1.7870852947235107, 1.7597242593765259, 1.7857760190963745, 1.7046095132827759]",0.410299987,,,,,,,,,"[1, 2, 1, 1, 2, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 1, 3, 0, 5, 3, 0]",0,0,6,0,12,0,60,,0.2,FALSE,WORST,0,TRUE,,0,0,0,0
HYIAN[M][M][M],,3,7,7,TRUE,TRUE,"[1, 0, 0, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10450000315904617, 0.11670000106096268, 0.1371999979019165, 0.1559000015258789, 0.1882999986410141, 0.19200000166893005, 0.2093999981880188, 0.23240000009536743, 0.24390000104904175, 0.2378000020980835, 0.26429998874664307, 0.25429999828338623, 0.26339998841285706, 0.2515000104904175, 0.2667999863624573, 0.2597000002861023, 0.27570000290870667, 0.26969999074935913, 0.27230000495910645, 0.2754000127315521]","[2.5151851177215576, 2.4666457176208496, 2.3427908420562744, 2.2278904914855957, 2.119990587234497, 2.108452320098877, 2.069779634475708, 2.0427792072296143, 2.0251502990722656, 2.020575523376465, 2.0050768852233887, 2.0010409355163574, 2.0068018436431885, 2.006214141845703, 1.9931995868682861, 1.9929835796356201, 1.9906433820724487, 1.984380841255188, 1.974516749382019, 1.9904478788375854]",0.275400013,,,,,,,,,"[1, 0, 0, 2, -1, 1, 1, 0, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 2, 0]",0,0,2,0,42,0,140,,0.3,FALSE,WORST,0,TRUE,,0,0,0,0
UWDWO[M],,4,1,1,TRUE,TRUE,"[1, 2, 1, 2, -1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.43459999561309814, 0.5450000166893005, 0.4797999858856201, 0.5892000198364258, 0.5828999876976013, 0.5992000102996826, 0.5785999894142151, 0.5654000043869019, 0.6610000133514404, 0.6753000020980835, 0.6725999712944031, 0.7210999727249146, 0.6520000100135803, 0.7160999774932861, 0.6751999855041504, 0.6988999843597412, 0.6401000022888184, 0.7035999894142151, 0.690500020980835, 0.6657000184059143]","[1.5542699098587036, 1.318835735321045, 1.508098840713501, 1.1755467653274536, 1.264089822769165, 1.1633001565933228, 1.2335128784179688, 1.3476561307907104, 0.9931409358978271, 0.9372192621231079, 0.9432928562164307, 0.8215757608413696, 1.0293124914169312, 0.8300848603248596, 0.9767259955406189, 0.9191802740097046, 1.1314549446105957, 0.8550560474395752, 0.8978644609451294, 1.0470571517944336]",0.665700018,,,,,,,,,"[1, 2, 1, 2, -1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 1, 0]",0,0,0,0,3,0,20,,0.15,FALSE,WORST,0,TRUE,,0,0,0,0
FDOPD[M][M],,4,2,2,TRUE,TRUE,"[1, 1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 1, 1, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.13009999692440033, 0.149399995803833, 0.18629999458789825, 0.2231999933719635, 0.25999999046325684, 0.27950000762939453, 0.30489999055862427, 0.2842999994754791, 0.35040000081062317, 0.3481999933719635, 0.3815000057220459, 0.36959999799728394, 0.3779999911785126, 0.3549000024795532, 0.3756999969482422, 0.3580999970436096, 0.38609999418258667, 0.3937000036239624, 0.3917999863624573, 0.36579999327659607]","[2.6959004402160645, 2.6182031631469727, 2.400831460952759, 2.1566638946533203, 2.012460470199585, 1.9351452589035034, 1.9148324728012085, 1.935815453529358, 1.8164935111999512, 1.8129470348358154, 1.7533912658691406, 1.7741436958312988, 1.7670974731445312, 1.7831156253814697, 1.7628488540649414, 1.7752734422683716, 1.7246625423431396, 1.7285646200180054, 1.724287509918213, 1.7411279678344727]",0.365799993,,,,,,,,,"[1, 1, 0, 1, 0, 0, 1, 2, 0, 2, -1, 1, 2, -1, 1, 1, 1, 1, 5, 1, 0]",0,0,4,0,7,0,40,,0.175,FALSE,WORST,0,TRUE,,0,0,0,0
PROHO[M][M][M],,4,4,4,TRUE,TRUE,"[1, 0, 0, 2, -1, 1, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10949999839067459, 0.12330000102519989, 0.13539999723434448, 0.17149999737739563, 0.20000000298023224, 0.20659999549388885, 0.23890000581741333, 0.24150000512599945, 0.24950000643730164, 0.2551000118255615, 0.2615000009536743, 0.2669999897480011, 0.2632000148296356, 0.2727999985218048, 0.26460000872612, 0.2694999873638153, 0.2669000029563904, 0.2791999876499176, 0.26429998874664307, 0.27079999446868896]","[2.435931921005249, 2.45220947265625, 2.3220572471618652, 2.194960117340088, 2.109645366668701, 2.0509774684906006, 2.044410467147827, 2.0210306644439697, 2.0174803733825684, 2.010176658630371, 2.002938747406006, 2.005403995513916, 1.9976189136505127, 1.9965710639953613, 1.9876115322113037, 1.9976555109024048, 1.9836912155151367, 1.9760864973068237, 1.9875580072402954, 1.9891939163208008]",0.270799994,,,,,,,,,"[1, 0, 0, 2, -1, 1, 1, 3, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 5, 3, 0]",0,0,3,0,20,0,80,,0.25,FALSE,WORST,0,TRUE,,0,0,0,0
OKATQ[M][M][M][M][M],,4,8,8,TRUE,TRUE,"[1, 0, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10570000112056732, 0.14259999990463257, 0.13619999587535858, 0.16349999606609344, 0.20250000059604645, 0.1875, 0.20309999585151672, 0.22010000050067902, 0.2257000058889389, 0.23280000686645508, 0.24709999561309814, 0.2581000030040741, 0.24060000479221344, 0.2806999981403351, 0.2635999917984009, 0.2354000061750412, 0.26440000534057617, 0.2648000121116638, 0.2540999948978424, 0.2660999894142151]","[2.806093454360962, 2.647939682006836, 2.498504877090454, 2.343928813934326, 2.240335464477539, 2.157745599746704, 2.087759256362915, 2.0641353130340576, 2.0691356658935547, 2.0385851860046387, 2.0213370323181152, 1.9919663667678833, 2.0105671882629395, 1.9721529483795166, 1.9970602989196777, 2.028926134109497, 1.9838610887527466, 1.9867650270462036, 1.9813991785049438, 1.963331699371338]",0.266099989,,,,,,,,,"[1, 0, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 1, 3, 1, 2, -1, 1, 5, 3, 0]",0,0,3,0,59,0,160,,0.36875,FALSE,WORST,0,TRUE,,0,0,0,0
GPSCG[M],,5,1,1,TRUE,TRUE,"[1, 2, 0, 2, -1, 0, 1, 0, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.21539999544620514, 0.25429999828338623, 0.31850001215934753, 0.35010001063346863, 0.30489999055862427, 0.2989000082015991, 0.4205999970436096, 0.41510000824928284, 0.3513999879360199, 0.4431999921798706, 0.4821000099182129, 0.4293000102043152, 0.384799987077713, 0.48980000615119934, 0.41620001196861267, 0.4050999879837036, 0.44859999418258667, 0.5166000127792358, 0.4941999912261963, 0.4221999943256378]","[2.1065990924835205, 2.059986114501953, 1.848402500152588, 1.7770334482192993, 1.835736870765686, 1.878906488418579, 1.5976428985595703, 1.5426695346832275, 1.7806895971298218, 1.465860366821289, 1.3858834505081177, 1.5732345581054688, 1.6777775287628174, 1.3661803007125854, 1.6315033435821533, 1.6166772842407227, 1.4841172695159912, 1.3279311656951904, 1.3484725952148438, 1.578789472579956]",0.422199994,,,,,,,,,"[1, 2, 0, 2, -1, 0, 1, 0, 0, 2, -1, 0, 1, 0, 0, 2, -1, 0, 5, 1, 0]",0,0,3,0,3,0,20,,0.15,FALSE,WORST,0,TRUE,,0,0,0,0
SSCIA[M][M],,5,2,2,TRUE,TRUE,"[1, 3, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10849999636411667, 0.13660000264644623, 0.1298999935388565, 0.16429999470710754, 0.17479999363422394, 0.18490000069141388, 0.19179999828338623, 0.1988999992609024, 0.20980000495910645, 0.22859999537467957, 0.24779999256134033, 0.24560000002384186, 0.23800000548362732, 0.27399998903274536, 0.27320000529289246, 0.30140000581741333, 0.3034000098705292, 0.3140999972820282, 0.2953000068664551, 0.29350000619888306]","[3.69826602935791, 3.543602228164673, 3.5287272930145264, 3.2951109409332275, 2.9296114444732666, 2.737579107284546, 2.6904501914978027, 2.5797829627990723, 2.4049370288848877, 2.3766231536865234, 2.1977760791778564, 2.1135594844818115, 2.224368095397949, 2.072366714477539, 2.0146450996398926, 1.965835690498352, 1.9370282888412476, 1.8826689720153809, 1.9648634195327759, 1.9492061138153076]",0.293500006,,,,,,,,,"[1, 3, 0, 1, 3, 0, 2, -1, 0, 2, -1, 0, 2, -1, 0, 1, 2, 1, 5, 2, 0]",0,0,6,0,9,0,40,,0.225,FALSE,WORST,0,TRUE,,0,0,0,0
GPSCG[M][M],,5,3,3,TRUE,TRUE,"[1, 2, 0, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.12330000102519989, 0.12720000743865967, 0.13210000097751617, 0.1451999992132187, 0.17090000212192535, 0.18479999899864197, 0.18000000715255737, 0.2125999927520752, 0.23520000278949738, 0.24320000410079956, 0.24879999458789825, 0.24889999628067017, 0.2784999907016754, 0.27469998598098755, 0.2590000033378601, 0.2847999930381775, 0.3057999908924103, 0.29260000586509705, 0.28700000047683716, 0.3068000078201294]","[3.2457616329193115, 3.1622836589813232, 3.156148672103882, 2.9707629680633545, 2.7685368061065674, 2.521949529647827, 2.432492733001709, 2.2731969356536865, 2.1776680946350098, 2.181513786315918, 2.1047003269195557, 2.1496236324310303, 2.016268491744995, 2.01200008392334, 2.0215325355529785, 1.9782824516296387, 1.9501972198486328, 1.9440116882324219, 1.9347429275512695, 1.9119802713394165]",0.306800008,,,,,,,,,"[1, 2, 0, 2, -1, 0, 1, 0, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 1, 0]",0,0,2,0,10,0,60,,0.166666667,FALSE,WORST,0,TRUE,,0,0,0,0
GMLYJ[M][M][M][M][M],,5,7,7,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10329999774694443, 0.11699999868869781, 0.10989999771118164, 0.14169999957084656, 0.1597999930381775, 0.1899999976158142, 0.18709999322891235, 0.21240000426769257, 0.1889999955892563, 0.2287999987602234, 0.24490000307559967, 0.21770000457763672, 0.23579999804496765, 0.25, 0.25929999351501465, 0.24469999969005585, 0.25949999690055847, 0.26669999957084656, 0.29899999499320984, 0.251800000667572]","[2.675851583480835, 2.7276649475097656, 2.7707886695861816, 2.422163963317871, 2.3146350383758545, 2.1760940551757812, 2.1513547897338867, 2.0616185665130615, 2.159085273742676, 2.0149340629577637, 2.0068957805633545, 2.0544848442077637, 2.010241746902466, 1.9850502014160156, 1.973631501197815, 1.978607177734375, 1.9676192998886108, 1.960543155670166, 1.9313726425170898, 1.97492516040802]",0.251800001,,,,,,,,,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 1, 0, 0, 2, -1, 1, 5, 1, 0]",0,0,2,0,44,0,140,,0.314285714,FALSE,WORST,0,TRUE,,0,0,0,0
GMLYJ[M][M][M][M][M],,5,9,9,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.11540000140666962, 0.13210000097751617, 0.14820000529289246, 0.17679999768733978, 0.22020000219345093, 0.2184000015258789, 0.24300000071525574, 0.24699999392032623, 0.27469998598098755, 0.2653000056743622, 0.27880001068115234, 0.3012999892234802, 0.27399998903274536, 0.290800005197525, 0.28859999775886536, 0.2858000099658966, 0.29030001163482666, 0.27900001406669617, 0.30970001220703125, 0.2865000069141388]","[2.4117658138275146, 2.353989362716675, 2.272865056991577, 2.1298460960388184, 2.0137743949890137, 2.0616860389709473, 2.0063834190368652, 1.9903064966201782, 1.9427144527435303, 1.940129280090332, 1.936347484588623, 1.9223370552062988, 1.9284952878952026, 1.919321060180664, 1.9171528816223145, 1.9094421863555908, 1.9039908647537231, 1.9154919385910034, 1.9075978994369507, 1.906503677368164]",0.286500007,,,,,,,,,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 1, 0, 0, 2, -1, 1, 5, 1, 0]",0,0,3,0,59,0,180,,0.327777778,FALSE,WORST,0,TRUE,,0,0,0,0
MKTHA[M],,6,1,1,TRUE,TRUE,"[1, 2, 0, 1, 1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 1, 2, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.30820000171661377, 0.5508999824523926, 0.4900999963283539, 0.5386000275611877, 0.6126999855041504, 0.6226000189781189, 0.6075000166893005, 0.6220999956130981, 0.5924999713897705, 0.65829998254776, 0.6470999717712402, 0.6545000076293945, 0.635200023651123, 0.7002999782562256, 0.6444000005722046, 0.6661999821662903, 0.6876000165939331, 0.6775000095367432, 0.6639999747276306, 0.714900016784668]","[2.0302977561950684, 1.2725650072097778, 1.419250726699829, 1.2941794395446777, 1.093106985092163, 1.0597251653671265, 1.09600830078125, 1.040175199508667, 1.1442939043045044, 0.9615409970283508, 0.9798770546913147, 0.9533236622810364, 1.0103858709335327, 0.8373819589614868, 0.9694204926490784, 0.9368757009506226, 0.8925983309745789, 0.8972604274749756, 0.9489181637763977, 0.8134489059448242]",0.714900017,,,,,,,,,"[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 3, 0, 2, -1, 0, 1, 2, 1, 5, 3, 0]",0,0,2,0,5,0,20,,0.25,FALSE,WORST,0,TRUE,,0,0,0,0
BAQMK[M][M],,6,2,2,TRUE,TRUE,"[1, 3, 1, 1, 3, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.19259999692440033, 0.21709999442100525, 0.22370000183582306, 0.16369999945163727, 0.20759999752044678, 0.17520000040531158, 0.1509999930858612, 0.37459999322891235, 0.3046000003814697, 0.3361000120639801, 0.37770000100135803, 0.26910001039505005, 0.37779998779296875, 0.49799999594688416, 0.5375000238418579, 0.4652000069618225, 0.5455999970436096, 0.4544000029563904, 0.4496999979019165, 0.5791000127792358]","[2.719005584716797, 2.797607898712158, 3.1299564838409424, 3.2571945190429688, 2.737913131713867, 2.7803823947906494, 3.1635217666625977, 1.7814534902572632, 1.9974607229232788, 1.9231470823287964, 1.7320880889892578, 2.1539463996887207, 1.697678565979004, 1.3646256923675537, 1.2959411144256592, 1.485277771949768, 1.2558189630508423, 1.5227056741714478, 1.5181851387023926, 1.169954538345337]",0.579100013,,,,,,,,,"[1, 3, 1, 1, 3, 1, 2, -1, 0, 2, -1, 0, 1, 3, 0, 1, 2, 1, 5, 3, 0]",0,0,6,0,13,0,40,,0.325,FALSE,WORST,0,TRUE,,0,0,0,0
BRGY[M][M],,6,3,3,TRUE,TRUE,"[1, 3, 1, 1, 2, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [256, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.17020000517368317, 0.17679999768733978, 0.17910000681877136, 0.18690000474452972, 0.1898999959230423, 0.210999995470047, 0.22460000216960907, 0.2671000063419342, 0.2558000087738037, 0.3052999973297119, 0.3528999984264374, 0.4203000068664551, 0.2718000113964081, 0.40389999747276306, 0.37299999594688416, 0.39259999990463257, 0.3668999969959259, 0.43619999289512634, 0.3862000107765198, 0.4392000138759613]","[2.831510066986084, 2.867192268371582, 2.8051881790161133, 2.6157853603363037, 2.583158254623413, 2.638291120529175, 2.34102725982666, 2.1645917892456055, 2.0401787757873535, 2.031970262527466, 1.743377685546875, 1.6096961498260498, 2.1096479892730713, 1.5964547395706177, 1.7133629322052002, 1.7114735841751099, 1.7220572233200073, 1.5218969583511353, 1.6835967302322388, 1.5423511266708374]",0.439200014,,,,,,,,,"[1, 3, 1, 1, 2, 0, 2, -1, 1, 1, 1, 1, 2, -1, 1, 2, -1, 0, 5, 2, 0]",0,0,3,0,17,0,60,,0.283333333,FALSE,WORST,0,TRUE,,0,0,0,0
BRGY[M][M][M],,6,4,4,TRUE,TRUE,"[1, 3, 1, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 1, 1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 5]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.12219999730587006, 0.14730000495910645, 0.20000000298023224, 0.17630000412464142, 0.2061000019311905, 0.2371000051498413, 0.23980000615119934, 0.26100000739097595, 0.3052000105381012, 0.32030001282691956, 0.3481000065803528, 0.40610000491142273, 0.39160001277923584, 0.4259999990463257, 0.4230000078678131, 0.413100004196167, 0.4415999948978424, 0.44269999861717224, 0.4487999975681305, 0.4311999976634979]","[3.2570154666900635, 3.268124580383301, 2.86861515045166, 2.604562520980835, 2.5299129486083984, 2.2261857986450195, 2.30910325050354, 2.128084182739258, 1.8484771251678467, 1.8809396028518677, 1.7811625003814697, 1.6490992307662964, 1.6559468507766724, 1.6120271682739258, 1.598623514175415, 1.602081537246704, 1.5591437816619873, 1.541542887687683, 1.53751540184021, 1.5865718126296997]",0.431199998,,,,,,,,,"[1, 3, 1, 1, 2, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 2, 0]",0,0,6,0,21,0,80,,0.2625,FALSE,WORST,0,TRUE,,0,0,0,0
