ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Penalization,Trained_Completely
MCJSJ[M],,1,1,1,TRUE,TRUE,"[1, 1, 0, 1, 1, 0, 2, -1, 0, 1, 2, 1, 2, -1, 0, 1, 3, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.5299000144004822, 0.6039000153541565, 0.6812000274658203, 0.6710000038146973, 0.6574000120162964, 0.75, 0.7569000124931335, 0.7343999743461609, 0.7095999717712402, 0.7936999797821045, 0.8079000115394592, 0.7838000059127808, 0.7940000295639038, 0.7591000199317932, 0.8203999996185303, 0.7839999794960022, 0.8011999726295471, 0.8058000206947327, 0.8379999995231628, 0.8138999938964844]","[1.3900362253189087, 1.1746941804885864, 0.9112371206283569, 0.9579334259033203, 1.0936849117279053, 0.7302513122558594, 0.7093003392219543, 0.8022013902664185, 0.9303330183029175, 0.6071420907974243, 0.5747815370559692, 0.644498348236084, 0.6164100766181946, 0.7545965313911438, 0.5165607333183289, 0.6615326404571533, 0.6145758628845215, 0.5945277810096741, 0.4884739816188812, 0.5854614973068237]",0.813899994,,,,,,,,,"[1, 1, 0, 1, 1, 0, 1, 3, 0, 1, 2, 1, 2, -1, 0, 1, 3, 0, 5, 1, 0]",10,1,2,4,3,30,30,0.133333333,0.1,FALSE,MEDIAN,0,TRUE
HPANA,,1,2,1,FALSE,FALSE,"[1, 1, 1, 2, -1, 1, 1, 2, 1, 1, 2, 1, 2, -1, 1, 1, 1, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.4675999879837036, 0.5770000219345093, 0.6187000274658203, 0.652999997138977, 0.6444000005722046, 0.4984000027179718, 0.711899995803833, 0.7221999764442444, 0.7031000256538391, 0.7591000199317932, 0.7864999771118164, 0.7731000185012817, 0.76419997215271, 0.6693000197410583, 0.7120000123977661, 0.7556999921798706, 0.7782999873161316, 0.7335000038146973, 0.7843000292778015, 0.788100004196167]","[1.5816761255264282, 1.204802393913269, 1.0422333478927612, 1.0127754211425781, 1.0413291454315186, 1.789237141609192, 0.8542878031730652, 0.805289089679718, 0.8561465740203857, 0.6921024918556213, 0.6191998720169067, 0.6512585878372192, 0.7071987986564636, 1.1437625885009766, 0.8998913764953613, 0.7497149109840393, 0.6356326341629028, 0.8393589854240417, 0.6660495400428772, 0.6202899813652039]",0.788100004,,,,,,,,,,-1,-1,-1,18,7,60,60,0.3,0.116666667,FALSE,MEDIAN,0,TRUE
TFUPD[M],,1,3,1,FALSE,FALSE,"[1, 2, 0, 2, -1, 0, 1, 1, 1, 2, -1, 1, 1, 2, 0, 1, 2, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.5058000087738037, 0.6050999760627747, 0.602400004863739, 0.5475999712944031, 0.5457000136375427, 0.5845999717712402, 0.6373000144958496, 0.725600004196167, 0.6884999871253967, 0.7109000086784363, 0.7148000001907349, 0.7394999861717224, 0.6284999847412109, 0.7336999773979187, 0.7871999740600586, 0.7182999849319458, 0.6650999784469604, 0.7488999962806702, 0.8015999794006348, 0.6899999976158142]","[1.4135770797729492, 1.1440269947052002, 1.1211750507354736, 1.3873538970947266, 1.6255550384521484, 1.3716773986816406, 1.1531788110733032, 0.8126347661018372, 0.9325231313705444, 0.8741848468780518, 0.8597794771194458, 0.7856974005699158, 1.2069288492202759, 0.8004975914955139, 0.6284270286560059, 0.8620170950889587, 1.1283810138702393, 0.7751638293266296, 0.5791093111038208, 1.0221664905548096]",0.689999998,,,,,,,,,,-1,-1,-1,35,14,90,90,0.388888889,0.155555556,FALSE,MEDIAN,0,TRUE
LPMBV[M],,1,4,2,FALSE,FALSE,"[1, 3, 0, 2, -1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 2, -1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.4867999851703644, 0.4880000054836273, 0.4799000024795532, 0.5498999953269958, 0.6524999737739563, 0.691100001335144, 0.684499979019165, 0.5961999893188477, 0.652899980545044, 0.6481000185012817, 0.5960000157356262, 0.7287999987602234, 0.5497999787330627, 0.6096000075340271, 0.746999979019165, 0.6899999976158142, 0.7181000113487244, 0.7096999883651733, 0.6579999923706055, 0.6699000000953674]","[1.4098278284072876, 1.5999261140823364, 1.8277181386947632, 1.4174920320510864, 0.9668072462081909, 0.8902115225791931, 0.9074084758758545, 1.2379875183105469, 0.9948734641075134, 1.035465121269226, 1.208453893661499, 0.7755307555198669, 1.3559329509735107, 1.1937522888183594, 0.7368816137313843, 0.9003745913505554, 0.8146728277206421, 0.8498615026473999, 1.0984388589859009, 1.060356616973877]",0.6699,,,,,,,,,,-1,-1,-1,59,20,120,120,0.491666667,0.166666667,FALSE,MEDIAN,0,TRUE
VHSNI[M],,1,5,3,TRUE,TRUE,"[1, 1, 1, 2, -1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 2, -1, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.4569999873638153, 0.6118999719619751, 0.630299985408783, 0.5909000039100647, 0.5475000143051147, 0.694100022315979, 0.7142999768257141, 0.6830999851226807, 0.7020999789237976, 0.7145000100135803, 0.5849000215530396, 0.7329000234603882, 0.6747000217437744, 0.6872000098228455, 0.7174999713897705, 0.6717000007629395, 0.6819000244140625, 0.7013999819755554, 0.76910001039505, 0.7318999767303467]","[1.5865378379821777, 1.1030710935592651, 1.0454767942428589, 1.2123315334320068, 1.274051547050476, 0.8696214556694031, 0.8125144243240356, 0.9321810603141785, 0.8899323344230652, 0.8432515859603882, 1.3053090572357178, 0.7679405808448792, 1.0030299425125122, 0.9753235578536987, 0.8716262578964233, 1.0164130926132202, 0.9971830248832703, 0.9011958837509155, 0.6661704778671265, 0.7901927828788757]",0.731899977,,,,,,,,,"[1, 1, 1, 2, -1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 2, -1, 0, 5, 3, 0]",3,7,0,88,25,150,150,0.586666667,0.166666667,FALSE,MEDIAN,0,TRUE
OYYFZ[M],,1,6,3,FALSE,FALSE,"[1, 1, 1, 1, 3, 0, 2, -1, 1, 2, -1, 0, 1, 0, 1, 2, -1, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.49079999327659607, 0.6197999715805054, 0.6347000002861023, 0.6049000024795532, 0.6527000069618225, 0.6430000066757202, 0.6771000027656555, 0.6563000082969666, 0.6593000292778015, 0.6733999848365784, 0.6807000041007996, 0.6916999816894531, 0.7254999876022339, 0.7411999702453613, 0.732699990272522, 0.7250999808311462, 0.7390999794006348, 0.7213000059127808, 0.7315999865531921, 0.7192999720573425]","[1.4052352905273438, 1.090950608253479, 1.0226900577545166, 1.0942754745483398, 0.9736669659614563, 0.9908190369606018, 0.9154329895973206, 0.9506129026412964, 0.9832853674888611, 0.9109634757041931, 0.8867865204811096, 0.852379322052002, 0.7799185514450073, 0.7425740957260132, 0.7582853436470032, 0.780296266078949, 0.7377268671989441, 0.7872001528739929, 0.7604281306266785, 0.7955102920532227]",0.719299972,,,,,,,,,,-1,-1,-1,118,30,180,180,0.655555556,0.166666667,FALSE,MEDIAN,0,TRUE
YPIXZ[M],,1,7,2,FALSE,FALSE,"[1, 2, 0, 2, -1, 1, 1, 0, 0, 2, -1, 0, 2, -1, 0, 1, 2, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.4896000027656555, 0.375900000333786, 0.3172999918460846, 0.44699999690055847, 0.5181000232696533, 0.5479000210762024, 0.5443000197410583, 0.6326000094413757, 0.6047000288963318, 0.5375000238418579, 0.6122999787330627, 0.5527999997138977, 0.6205000281333923, 0.5536999702453613, 0.6855999827384949, 0.5753999948501587, 0.47290000319480896, 0.5044999718666077, 0.6060000061988831, 0.5983999967575073]","[1.4028337001800537, 1.7774773836135864, 2.2861900329589844, 1.580565094947815, 1.3436250686645508, 1.266843318939209, 1.2771788835525513, 1.0184264183044434, 1.0955657958984375, 1.3236236572265625, 1.0561490058898926, 1.2378817796707153, 1.0696138143539429, 1.3414474725723267, 0.8931871056556702, 1.2178349494934082, 1.7445616722106934, 1.4127410650253296, 1.1033064126968384, 1.1312566995620728]",0.598399997,,,,,,,,,,-1,-1,-1,148,38,210,210,0.704761905,0.180952381,FALSE,MEDIAN,0,TRUE
VPRWN[M],,1,8,7,FALSE,FALSE,"[1, 1, 1, 2, -1, 1, 1, 3, 0, 1, 0, 1, 2, -1, 1, 2, -1, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.44929999113082886, 0.44200000166893005, 0.4575999975204468, 0.5058000087738037, 0.5911999940872192, 0.6848999857902527, 0.6222000122070312, 0.5769000053405762, 0.6365000009536743, 0.6110000014305115, 0.6251999735832214, 0.6380000114440918, 0.6922000050544739, 0.6187000274658203, 0.7067000269889832, 0.6685000061988831, 0.7186999917030334, 0.7425000071525574, 0.65420001745224, 0.7289999723434448]","[1.4982924461364746, 1.5186485052108765, 1.438637375831604, 1.3604960441589355, 1.150558352470398, 0.909325361251831, 1.0753270387649536, 1.4006431102752686, 1.0200132131576538, 1.1350313425064087, 1.0380094051361084, 0.9967924952507019, 0.8807617425918579, 1.0707077980041504, 0.8399342894554138, 0.9442055821418762, 0.8075258731842041, 0.7466108202934265, 0.9865854382514954, 0.7982282638549805]",0.728999972,,,,,,,,,,-1,-1,-1,177,44,240,240,0.7375,0.183333333,FALSE,MEDIAN,0,TRUE
GFLWE[M],,1,9,9,TRUE,TRUE,"[1, 1, 0, 2, -1, 1, 1, 3, 0, 1, 0, 0, 2, -1, 1, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.4221000075340271, 0.38040000200271606, 0.5548999905586243, 0.5465999841690063, 0.592199981212616, 0.6155999898910522, 0.6262000203132629, 0.582099974155426, 0.6215000152587891, 0.5288000106811523, 0.6572999954223633, 0.6906999945640564, 0.6747000217437744, 0.618399977684021, 0.6840000152587891, 0.6011000275611877, 0.6837000250816345, 0.614799976348877, 0.6478999853134155, 0.7315000295639038]","[1.552955150604248, 1.6289983987808228, 1.2368117570877075, 1.2465593814849854, 1.1245472431182861, 1.082276701927185, 1.0711451768875122, 1.1608057022094727, 1.0599730014801025, 1.3392889499664307, 0.9540038108825684, 0.903803825378418, 0.9310131669044495, 1.0762969255447388, 0.8991541266441345, 1.1150407791137695, 0.913724422454834, 1.0626132488250732, 0.9972997903823853, 0.7959369421005249]",0.73150003,,,,,,,,,"[1, 1, 0, 2, -1, 1, 1, 3, 0, 1, 0, 0, 1, 3, 0, 2, -1, 1, 5, 3, 0]",6,5,3,207,45,270,270,0.766666667,0.166666667,FALSE,MEDIAN,0,TRUE
PBKQS[M],,1,10,2,FALSE,FALSE,"[1, 1, 0, 1, 2, 1, 1, 3, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [128, 5]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",TPC,MTYP,GA,20,"[0.2660999894142151, 0.2004999965429306, 0.22450000047683716, 0.3553999960422516, 0.4366999864578247, 0.3467000126838684, 0.5139999985694885, 0.5256999731063843, 0.5241000056266785, 0.5655999779701233, 0.630299985408783, 0.6611999869346619, 0.6373000144958496, 0.6582000255584717, 0.6780999898910522, 0.73580002784729, 0.6800000071525574, 0.7210000157356262, 0.756600022315979, 0.7067000269889832]","[2.290067672729492, 2.5849671363830566, 2.378174304962158, 1.7466646432876587, 1.6594051122665405, 1.8596566915512085, 1.298866868019104, 1.317712664604187, 1.331409215927124, 1.251756191253662, 1.0542728900909424, 0.9966477751731873, 1.0327534675598145, 0.9438615441322327, 0.9585675597190857, 0.8119161128997803, 0.9628579020500183, 0.8422544002532959, 0.7669482827186584, 0.8535963892936707]",0.706700027,,,,,,,,,,-1,-1,-1,237,50,300,300,0.79,0.166666667,FALSE,MEDIAN,0,TRUE
