ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Penalization,Trained_Completely
IPBXG,,1,1,1,FALSE,FALSE,"[1, 0, 0, 1, 3, 1, 1, 3, 1, 1, 0, 0, 2, -1, 0, 1, 2, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 5]}, {'CONV': [256, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.4147999882698059, 0.6916999816894531, 0.7132999897003174, 0.6248999834060669, 0.7148000001907349, 0.7416999936103821, 0.6944000124931335, 0.7335000038146973, 0.7465999722480774, 0.6079999804496765, 0.7949000000953674, 0.7663000226020813, 0.8011000156402588, 0.8271999955177307, 0.8061000108718872, 0.7964000105857849, 0.8464999794960022, 0.7491000294685364, 0.8202999830245972, 0.796500027179718]","[1.7454404830932617, 0.8662715554237366, 0.8155739903450012, 1.1670116186141968, 0.8268728256225586, 0.7508142590522766, 0.8759217858314514, 0.7992384433746338, 0.7266966104507446, 1.3326936960220337, 0.604684054851532, 0.6869140863418579, 0.5789716839790344, 0.513784646987915, 0.559235692024231, 0.6230731010437012, 0.45293939113616943, 0.852043092250824, 0.5347809791564941, 0.6257568597793579]",0.796500027,,,,,,,,,,-1,-1,-1,0,1,0,20,,0.05,FALSE,MEDIAN,0,TRUE
QELBY[M][M],,1,2,2,TRUE,TRUE,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 2, -1, 0, 1, 0, 0, 1, 0, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.5270000100135803, 0.5557000041007996, 0.6079000234603882, 0.6682000160217285, 0.6983000040054321, 0.6944000124931335, 0.6712999939918518, 0.7300000190734863, 0.7342000007629395, 0.7457000017166138, 0.757099986076355, 0.7378000020980835, 0.767799973487854, 0.7465999722480774, 0.7300000190734863, 0.8027999997138977, 0.7141000032424927, 0.7490000128746033, 0.7670000195503235, 0.7567999958992004]","[1.3166069984436035, 1.3469637632369995, 1.2120476961135864, 0.9504174590110779, 0.9119309782981873, 0.925582230091095, 1.0058765411376953, 0.8020201325416565, 0.7601669430732727, 0.7418785095214844, 0.6985372304916382, 0.7677143812179565, 0.6788719892501831, 0.7546285390853882, 0.8074833750724792, 0.5661882758140564, 0.8972470760345459, 0.7681218981742859, 0.7183889746665955, 0.7616599202156067]",0.756799996,,,,,,,,,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 2, -1, 0, 1, 0, 0, 1, 0, 0, 5, 2, 0]",0,0,0,0,8,0,40,,0.2,FALSE,MEDIAN,0,TRUE
THYKB[M][M][M],,1,3,3,TRUE,TRUE,"[1, 1, 1, 1, 2, 1, 2, -1, 0, 1, 1, 1, 2, -1, 0, 2, -1, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.3549000024795532, 0.5069000124931335, 0.6150000095367432, 0.5486000180244446, 0.6306999921798706, 0.6043000221252441, 0.6790000200271606, 0.6858000159263611, 0.7328000068664551, 0.6967999935150146, 0.7231000065803528, 0.7254999876022339, 0.7591999769210815, 0.6773999929428101, 0.7346000075340271, 0.7379000186920166, 0.7354999780654907, 0.7502999901771545, 0.7612000107765198, 0.7328000068664551]","[1.8050729036331177, 1.3956738710403442, 1.0750924348831177, 1.2143142223358154, 1.060333251953125, 1.087745189666748, 0.90708327293396, 0.8666083216667175, 0.7612204551696777, 0.8812254071235657, 0.776971697807312, 0.7737920880317688, 0.6902603507041931, 0.8963780403137207, 0.7375108599662781, 0.7396657466888428, 0.7454676032066345, 0.7099356055259705, 0.6898456811904907, 0.7489581108093262]",0.732800007,,,,,,,,,"[1, 1, 1, 2, -1, 0, 2, -1, 0, 1, 1, 1, 2, -1, 0, 1, 2, 0, 5, 2, 0]",0,0,5,0,14,0,60,,0.233333333,FALSE,MEDIAN,0,TRUE
IPBXG[M][M],,1,4,3,TRUE,TRUE,"[1, 0, 0, 2, -1, 1, 1, 3, 1, 1, 0, 0, 2, -1, 0, 1, 2, 0, 5, 1, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.4830000102519989, 0.5141000151634216, 0.5033000111579895, 0.6085000038146973, 0.6486999988555908, 0.621399998664856, 0.6305000185966492, 0.640999972820282, 0.6841999888420105, 0.6168000102043152, 0.7159000039100647, 0.6735000014305115, 0.7293000221252441, 0.737500011920929, 0.6772000193595886, 0.7573999762535095, 0.7404999732971191, 0.65420001745224, 0.7418000102043152, 0.7279000282287598]","[1.4494446516036987, 1.383532166481018, 1.6982170343399048, 1.1052228212356567, 1.0082926750183105, 1.112747311592102, 1.1006429195404053, 1.048704743385315, 0.9120544791221619, 1.1616290807724, 0.8050932884216309, 0.9797667264938354, 0.7832958102226257, 0.7543333768844604, 0.9866080284118652, 0.6965463757514954, 0.7579069137573242, 1.1083815097808838, 0.777839720249176, 0.783856213092804]",0.727900028,,,,,,,,,,0,0,0,0,21,0,80,,0.2625,FALSE,MEDIAN,0,TRUE
ZVUKN[M],,1,5,4,TRUE,TRUE,"[1, 3, 0, 2, -1, 0, 1, 0, 1, 2, -1, 1, 1, 0, 0, 2, -1, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.3192000091075897, 0.5727999806404114, 0.48330000042915344, 0.3244999945163727, 0.579200029373169, 0.5126000046730042, 0.5728999972343445, 0.4966000020503998, 0.607699990272522, 0.6159999966621399, 0.6432999968528748, 0.6049000024795532, 0.6341999769210815, 0.6850000023841858, 0.640500009059906, 0.6208000183105469, 0.6549999713897705, 0.6898999810218811, 0.7008000016212463, 0.642300009727478]","[2.0061075687408447, 1.188696026802063, 1.4417321681976318, 2.2643237113952637, 1.1888062953948975, 1.5396746397018433, 1.2024948596954346, 1.5526267290115356, 1.0956817865371704, 1.145512342453003, 1.0054728984832764, 1.1905322074890137, 1.0659586191177368, 0.8803279995918274, 1.0341060161590576, 1.089836835861206, 0.9938947558403015, 0.8641573190689087, 0.8516320586204529, 1.0320417881011963]",0.64230001,,,,,,,,,,0,0,3,0,29,0,100,,0.29,FALSE,MEDIAN,0,TRUE
YYGXF[M][M][M][M][M],,1,8,7,TRUE,TRUE,"[1, 2, 1, 2, -1, 1, 2, -1, 1, 2, -1, 0, 1, 1, 0, 2, -1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.17640000581741333, 0.24120000004768372, 0.28139999508857727, 0.3637000024318695, 0.4027999937534332, 0.453900009393692, 0.4514000117778778, 0.4318999946117401, 0.4885999858379364, 0.49070000648498535, 0.4749999940395355, 0.4489000141620636, 0.5651000142097473, 0.5157999992370605, 0.5512999892234802, 0.5273000001907349, 0.529699981212616, 0.5436000227928162, 0.5486000180244446, 0.5615000128746033]","[2.461764335632324, 2.084381341934204, 1.9656568765640259, 1.7001420259475708, 1.632090449333191, 1.5140349864959717, 1.511120319366455, 1.559966802597046, 1.461262822151184, 1.4078348875045776, 1.4779587984085083, 1.547314167022705, 1.29482901096344, 1.3927074670791626, 1.296278715133667, 1.3482320308685303, 1.3423203229904175, 1.2841877937316895, 1.285746693611145, 1.2614747285842896]",0.561500013,,,,,,,,,,0,0,3,0,55,0,160,,0.34375,FALSE,MEDIAN,0,TRUE
THYKB[M][M][M][M][M],,1,9,9,TRUE,TRUE,"[1, 1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 1, 2, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.20319999754428864, 0.19679999351501465, 0.2924000024795532, 0.3179999887943268, 0.2930000126361847, 0.36039999127388, 0.385699987411499, 0.41760000586509705, 0.4569999873638153, 0.39489999413490295, 0.45249998569488525, 0.38940000534057617, 0.47130000591278076, 0.4794999957084656, 0.46209999918937683, 0.46160000562667847, 0.5019000172615051, 0.4781999886035919, 0.4691999852657318, 0.46779999136924744]","[2.423562526702881, 2.527557373046875, 2.036109685897827, 1.9965484142303467, 1.9813424348831177, 1.7849441766738892, 1.7196311950683594, 1.6011614799499512, 1.4923189878463745, 1.6252573728561401, 1.4857829809188843, 1.7051135301589966, 1.4811159372329712, 1.422572374343872, 1.4691087007522583, 1.449052333831787, 1.3787111043930054, 1.4240199327468872, 1.4445405006408691, 1.4568524360656738]",0.467799991,,,,,,,,,"[1, 1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 1, 2, 0, 5, 2, 0]",0,0,0,0,67,0,180,,0.372222222,FALSE,MEDIAN,0,TRUE
OCDIZ[M][M][M][M][M][M],,1,10,8,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 1, 2, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10620000213384628, 0.10429999977350235, 0.11100000143051147, 0.1454000025987625, 0.16120000183582306, 0.19449999928474426, 0.22390000522136688, 0.25, 0.2556000053882599, 0.25999999046325684, 0.2718000113964081, 0.28119999170303345, 0.27320000529289246, 0.26660001277923584, 0.26980000734329224, 0.2782000005245209, 0.27000001072883606, 0.2881999909877777, 0.27630001306533813, 0.27630001306533813]","[3.093186616897583, 3.025116205215454, 2.967421770095825, 2.599947452545166, 2.4352476596832275, 2.3632681369781494, 2.182175874710083, 2.113431453704834, 2.101492404937744, 2.0980608463287354, 2.0206050872802734, 2.030104160308838, 2.057300090789795, 2.036006212234497, 2.043485403060913, 2.0262327194213867, 2.008890390396118, 2.041001558303833, 2.0806376934051514, 2.016981363296509]",0.276300013,,,,,,,,,,0,0,0,0,72,0,200,,0.36,FALSE,MEDIAN,0,TRUE
YYGXF[M][M][M][M][M],,1,11,8,TRUE,TRUE,"[1, 2, 1, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.12809999287128448, 0.14900000393390656, 0.16179999709129333, 0.15719999372959137, 0.2134000062942505, 0.2370000034570694, 0.23499999940395355, 0.2759999930858612, 0.2870999872684479, 0.3269999921321869, 0.32910001277923584, 0.36880001425743103, 0.36640000343322754, 0.3700999915599823, 0.38960000872612, 0.3959999978542328, 0.4027000069618225, 0.4004000127315521, 0.4196000099182129, 0.40720000863075256]","[2.783482074737549, 2.630143880844116, 2.7027549743652344, 2.6038713455200195, 2.289517402648926, 2.1213114261627197, 2.0594236850738525, 1.9871046543121338, 1.9331516027450562, 1.8672752380371094, 1.8561285734176636, 1.8037534952163696, 1.7870901823043823, 1.77765953540802, 1.7546579837799072, 1.7523952722549438, 1.7503995895385742, 1.7350927591323853, 1.7147800922393799, 1.7356305122375488]",0.407200009,,,,,,,,,,0,0,0,0,82,0,220,,0.372727273,FALSE,MEDIAN,0,TRUE
THYKB[M][M][M][M][M][M],,1,12,11,TRUE,TRUE,"[1, 1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10840000212192535, 0.11069999635219574, 0.1256999969482422, 0.14869999885559082, 0.16539999842643738, 0.21940000355243683, 0.2011999934911728, 0.23340000212192535, 0.2362000048160553, 0.26339998841285706, 0.2433999925851822, 0.2775999903678894, 0.3003000020980835, 0.31700000166893005, 0.33219999074935913, 0.33500000834465027, 0.3458999991416931, 0.35910001397132874, 0.322299987077713, 0.35109999775886536]","[3.2094180583953857, 3.070838451385498, 2.849640130996704, 2.6403846740722656, 2.464020013809204, 2.1982970237731934, 2.1709702014923096, 2.0862021446228027, 2.066861391067505, 2.0088682174682617, 2.038454055786133, 1.9788438081741333, 1.9240319728851318, 1.8807138204574585, 1.8633724451065063, 1.8736804723739624, 1.8404620885849, 1.832489252090454, 1.9035614728927612, 1.8324435949325562]",0.351099998,,,,,,,,,,0,0,0,0,91,0,240,,0.379166667,FALSE,MEDIAN,0,TRUE
