ID,Seed,Execution,Generation,GenCreation,isChild,isMutant,Integer_encoding,Genotype,Crossover_type,Mutation_type,Search_strategy,Epochs,Accuracy_history,Loss_history,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Total_Crossovers,Total_Mutations,Succ_Crossover_ratio,Succ_Mutation_ratio,Was_invalid,arch_status,Penalization,Trained_Completely
TQMXL[M],,1,1,1,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 1, 1, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.4255000054836273, 0.46369999647140503, 0.5167999863624573, 0.5388000011444092, 0.5411999821662903, 0.5925999879837036, 0.5995000004768372, 0.6686999797821045, 0.661300003528595, 0.6398000121116638, 0.6739000082015991, 0.6129999756813049, 0.6428999900817871, 0.6779000163078308, 0.5921000242233276, 0.677299976348877, 0.6783000230789185, 0.660099983215332, 0.7258999943733215, 0.6991999745368958]","[1.5443836450576782, 1.581235408782959, 1.381484031677246, 1.2876789569854736, 1.2680341005325317, 1.1038892269134521, 1.1364452838897705, 0.9494691491127014, 0.9470053911209106, 1.0072832107543945, 0.9129990935325623, 1.0881385803222656, 1.0116784572601318, 0.8998993039131165, 1.14092218875885, 0.910480260848999, 0.9070996046066284, 0.9685026407241821, 0.7957106232643127, 0.8549910187721252]",0.699199975,,,,,,,,,"[1, 0, 1, 1, 0, 1, 2, -1, 0, 1, 1, 1, 2, -1, 1, 1, 1, 0, 5, 3, 0]",0,0,7,0,4,0,20,,0.2,FALSE,WORST,0,TRUE
WROWG[M][M],,1,2,2,TRUE,TRUE,"[1, 3, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 1, 2, 1, 2, -1, 0, 5, 2, 0]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.3303000032901764, 0.4408999979496002, 0.49219998717308044, 0.5020999908447266, 0.5385000109672546, 0.5098999738693237, 0.5587999820709229, 0.5516999959945679, 0.5256999731063843, 0.4758000075817108, 0.5167999863624573, 0.5324000120162964, 0.5806999802589417, 0.5351999998092651, 0.4855000078678131, 0.590499997138977, 0.5920000076293945, 0.6086999773979187, 0.5752999782562256, 0.6126000285148621]","[1.898771047592163, 1.5419284105300903, 1.4166959524154663, 1.391471028327942, 1.281692624092102, 1.3399522304534912, 1.244748830795288, 1.2555296421051025, 1.3200225830078125, 1.5528135299682617, 1.3472198247909546, 1.2991139888763428, 1.1820337772369385, 1.3254834413528442, 1.469530701637268, 1.1495037078857422, 1.1382631063461304, 1.0938873291015625, 1.1632649898529053, 1.0867674350738525]",0.612600029,,,,,,,,,"[1, 3, 0, 2, -1, 1, 1, 2, 1, 2, -1, 0, 1, 2, 1, 2, -1, 0, 5, 2, 0]",0,0,3,0,6,0,40,,0.15,FALSE,WORST,0,TRUE
SYRIQ[M][M][M],,1,4,4,TRUE,TRUE,"[1, 3, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 1, 0, 0, 2, -1, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.17900000512599945, 0.2987000048160553, 0.3319999873638153, 0.29350000619888306, 0.39329999685287476, 0.375, 0.37940001487731934, 0.4343999922275543, 0.36550000309944153, 0.40209999680519104, 0.3919000029563904, 0.4043999910354614, 0.43050000071525574, 0.37459999322891235, 0.36800000071525574, 0.44209998846054077, 0.3637000024318695, 0.4417000114917755, 0.4778999984264374, 0.4357999861240387]","[2.1355643272399902, 1.8819634914398193, 1.8265552520751953, 2.0202486515045166, 1.704726219177246, 1.6767185926437378, 1.6421529054641724, 1.615979552268982, 1.7893648147583008, 1.6529347896575928, 1.690999984741211, 1.6793761253356934, 1.5610089302062988, 1.7417892217636108, 1.7976548671722412, 1.579921007156372, 1.7675578594207764, 1.5674104690551758, 1.4853335618972778, 1.587597370147705]",0.435799986,,,,,,,,,"[1, 3, 0, 2, -1, 0, 2, -1, 0, 1, 0, 1, 1, 0, 0, 2, -1, 1, 5, 1, 0]",0,0,2,0,16,0,80,,0.2,FALSE,WORST,0,TRUE
CKJTF[M][M][M],,1,5,5,TRUE,TRUE,"[1, 1, 0, 2, -1, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.13050000369548798, 0.12129999697208405, 0.1451999992132187, 0.20000000298023224, 0.19840000569820404, 0.23260000348091125, 0.27559998631477356, 0.2784000039100647, 0.27709999680519104, 0.29589998722076416, 0.30649998784065247, 0.3174999952316284, 0.30630001425743103, 0.3001999855041504, 0.31130000948905945, 0.32839998602867126, 0.31130000948905945, 0.32120001316070557, 0.33550000190734863, 0.3174000084400177]","[2.6042466163635254, 2.6026413440704346, 2.404994487762451, 2.182492733001709, 2.0968477725982666, 2.048733711242676, 1.9682672023773193, 1.948058843612671, 1.9407126903533936, 1.9232394695281982, 1.9107720851898193, 1.9118353128433228, 1.9010205268859863, 1.9221537113189697, 1.9032773971557617, 1.8935396671295166, 1.9079669713974, 1.892640233039856, 1.8899015188217163, 1.8931998014450073]",0.317400008,,,,,,,,,"[1, 1, 0, 2, -1, 1, 1, 1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 5, 3, 0]",0,0,3,0,23,0,100,,0.23,FALSE,WORST,0,TRUE
SYRIQ[M][M][M][M],,1,6,6,TRUE,TRUE,"[1, 3, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 5, 1, 0]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.12300000339746475, 0.10639999806880951, 0.13429999351501465, 0.12540000677108765, 0.14630000293254852, 0.1673000007867813, 0.17900000512599945, 0.1793999969959259, 0.19120000302791595, 0.20630000531673431, 0.20579999685287476, 0.2054000049829483, 0.2084999978542328, 0.257099986076355, 0.2393999993801117, 0.2660999894142151, 0.2442999929189682, 0.25540000200271606, 0.27730000019073486, 0.2619999945163727]","[3.605739116668701, 3.3786604404449463, 3.3888683319091797, 3.2283129692077637, 3.1853487491607666, 2.857480049133301, 2.756075143814087, 2.655188798904419, 2.531128406524658, 2.370941400527954, 2.3349382877349854, 2.25321364402771, 2.2936196327209473, 2.1529390811920166, 2.1872551441192627, 2.0179286003112793, 2.133620500564575, 2.041245222091675, 1.9957407712936401, 2.01151704788208]",0.261999995,,,,,,,,,"[1, 3, 0, 2, -1, 0, 2, -1, 0, 1, 0, 1, 2, -1, 0, 2, -1, 1, 5, 1, 0]",0,0,2,0,33,0,120,,0.275,FALSE,WORST,0,TRUE
TQMXL[M][M][M][M][M][M],,1,9,9,TRUE,TRUE,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.1185000017285347, 0.11739999800920486, 0.14249999821186066, 0.1875, 0.2054000049829483, 0.2037000060081482, 0.19660000503063202, 0.22949999570846558, 0.24289999902248383, 0.21809999644756317, 0.24220000207424164, 0.24959999322891235, 0.25200000405311584, 0.2621000111103058, 0.2612999975681305, 0.24969999492168427, 0.2621000111103058, 0.26829999685287476, 0.26260000467300415, 0.25459998846054077]","[2.4995760917663574, 2.539426565170288, 2.3292360305786133, 2.1632513999938965, 2.0965256690979004, 2.0716445446014404, 2.07657527923584, 2.0149500370025635, 2.00241756439209, 2.0263452529907227, 1.9934461116790771, 1.9756572246551514, 1.982075572013855, 1.970749020576477, 1.9678428173065186, 1.9671071767807007, 1.9477347135543823, 1.9564238786697388, 1.9520844221115112, 1.967454433441162]",0.254599988,,,,,,,,,"[1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 1, 2, -1, 0, 1, 1, 1, 5, 3, 0]",0,0,2,0,66,0,180,,0.366666667,FALSE,WORST,0,TRUE
HTEHQ[M],,2,1,1,TRUE,TRUE,"[1, 1, 0, 1, 3, 0, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.21080000698566437, 0.21070000529289246, 0.15299999713897705, 0.20589999854564667, 0.20600000023841858, 0.1867000013589859, 0.2468000054359436, 0.17180000245571136, 0.28760001063346863, 0.29989999532699585, 0.49050000309944153, 0.4284000098705292, 0.6491000056266785, 0.5489000082015991, 0.39820000529289246, 0.5618000030517578, 0.5419999957084656, 0.5310999751091003, 0.597599983215332, 0.539900004863739]","[3.4230964183807373, 3.500697612762451, 3.3948817253112793, 2.93533992767334, 2.7710795402526855, 2.5199432373046875, 2.15946102142334, 2.743704080581665, 2.045926094055176, 2.026317596435547, 1.3798245191574097, 1.5778228044509888, 1.11953604221344, 1.2830320596694946, 1.5698444843292236, 1.2283273935317993, 1.247979998588562, 1.283988118171692, 1.1818742752075195, 1.2454465627670288]",0.539900005,,,,,,,,,"[1, 1, 0, 1, 3, 0, 2, -1, 0, 1, 0, 1, 2, -1, 0, 1, 2, 1, 5, 3, 0]",0,0,5,0,0,0,20,,0,FALSE,WORST,0,TRUE
HTEHQ[M][M],,2,3,3,TRUE,TRUE,"[1, 1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 2, -1, 1, 1, 2, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.13230000436306, 0.15459999442100525, 0.20170000195503235, 0.23430000245571136, 0.25209999084472656, 0.2881999909877777, 0.2768999934196472, 0.3208000063896179, 0.32839998602867126, 0.3450999855995178, 0.3659000098705292, 0.31459999084472656, 0.3531999886035919, 0.35659998655319214, 0.3598000109195709, 0.3596000075340271, 0.3610999882221222, 0.387800008058548, 0.37130001187324524, 0.36910000443458557]","[2.987658977508545, 2.737253427505493, 2.4923489093780518, 2.211399555206299, 2.0616068840026855, 1.9442836046218872, 1.9614031314849854, 1.8480589389801025, 1.850569486618042, 1.8069132566452026, 1.7879767417907715, 1.8400484323501587, 1.7787412405014038, 1.7928791046142578, 1.7590258121490479, 1.7766648530960083, 1.7487584352493286, 1.7270984649658203, 1.7319798469543457, 1.7588368654251099]",0.369100004,,,,,,,,,"[1, 1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 1, 3, 0, 1, 2, 1, 5, 3, 0]",0,0,3,0,9,0,60,,0.15,FALSE,WORST,0,TRUE
HTEHQ[M][M][M][M][M],,2,5,5,TRUE,TRUE,"[1, 1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 3, 0]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10140000283718109, 0.11999999731779099, 0.13019999861717224, 0.1599999964237213, 0.2069000005722046, 0.21150000393390656, 0.2304999977350235, 0.2567000091075897, 0.23659999668598175, 0.24709999561309814, 0.2750999927520752, 0.26930001378059387, 0.2937000095844269, 0.2944999933242798, 0.3156999945640564, 0.3068999946117401, 0.3192000091075897, 0.3215999901294708, 0.32519999146461487, 0.32100000977516174]","[3.3021128177642822, 3.156175374984741, 2.8751773834228516, 2.521683692932129, 2.292691707611084, 2.246938943862915, 2.082132577896118, 2.039698839187622, 2.047105550765991, 2.034754991531372, 1.9795781373977661, 1.965163230895996, 1.9342907667160034, 1.9362061023712158, 1.9044137001037598, 1.9119081497192383, 1.8990777730941772, 1.9068228006362915, 1.88936448097229, 1.8849965333938599]",0.32100001,,,,,,,,,"[1, 1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 0, 1, 0, 1, 5, 3, 0]",0,0,2,0,18,0,100,,0.18,FALSE,WORST,0,TRUE
PKNXV[M][M][M],,2,6,6,TRUE,TRUE,"[1, 0, 0, 2, -1, 0, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 2, 0]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 2]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",NONE,MTYP,GA,20,"[0.10199999809265137, 0.12200000137090683, 0.12929999828338623, 0.16670000553131104, 0.17669999599456787, 0.20569999516010284, 0.18709999322891235, 0.21719999611377716, 0.2361000031232834, 0.22040000557899475, 0.21330000460147858, 0.23970000445842743, 0.24230000376701355, 0.2522999942302704, 0.25040000677108765, 0.26989999413490295, 0.27559998631477356, 0.2662000060081482, 0.2799000144004822, 0.2572000026702881]","[2.794062614440918, 2.646362543106079, 2.618361711502075, 2.3379065990448, 2.215688705444336, 2.171537160873413, 2.216841697692871, 2.0786635875701904, 2.042985677719116, 2.0575313568115234, 2.1119325160980225, 2.0482704639434814, 2.034600019454956, 2.018951892852783, 2.0166993141174316, 1.9881904125213623, 1.9734691381454468, 1.9769262075424194, 1.9628931283950806, 2.0049116611480713]",0.257200003,,,,,,,,,"[1, 0, 0, 1, 0, 1, 2, -1, 1, 2, -1, 0, 2, -1, 0, 2, -1, 1, 5, 2, 0]",0,0,3,0,26,0,120,,0.216666667,FALSE,WORST,0,TRUE
