GO_Name,Mean_Stationary_Probability
UC_NONE,0.180224
TPC_NONE,0.153916
SPC_NONE,0.115272
SPC_MPOLY,0.079640
UC_MPOLY,0.073485
TPC_MPOLY,0.070961
SBX_MPOLY,0.043745
TPC_MNUF,0.014001
NONE_MPOLY,0.017913
SBX_MNUF,0.008407
UC_MNUF,0.019744
SPC_MNUF,0.012920
NONE_MNUF,0.004504
SBX_NONE,0.005275
