ID,Seed,Execution,Generation,isChild,Integer_encoding,Genotype,Crossover type,Mutation type,Search strategy,Type,Epochs,Accuracy,Loss,FLOPs,CPU Sec,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
JM,0,1,1,FALSE,"[1, 0, 0, 1, 0, 1, 1, 3, 1, 2, -1, 1, 1, 0, 1, 1, 3, 1, 2, -1, 0, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.100000001,2.302599192,281491422,28.22270513,4052682,[],[],[],-1,-1,-1
YH,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 3, 1, 1, 2, 0, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.759299994,1.10554409,785749406,60.55920863,7159306,[],[],[],-1,-1,-1
TA,0,1,1,FALSE,"[1, 0, 0, 1, 2, 1, 2, -1, 1, 1, 3, 0, 2, -1, 1, 1, 2, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.766099989,0.930802822,142939230,35.44030428,1387658,[],[],[],-1,-1,-1
PU,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 1, 5, 3, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.724399984,0.878186405,13984830,35.82424927,689258,[],[],[],-1,-1,-1
KB,0,1,1,FALSE,"[1, 0, 0, 1, 0, 0, 1, 3, 0, 2, -1, 1, 1, 1, 0, 1, 0, 1, 2, -1, 0, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.75880003,0.996287823,106447198,38.86815739,759946,[],[],[],-1,-1,-1
TC,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 1, 1, 1, 1, 0, 1, 2, -1, 1, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.75940001,0.7867589,303627950,45.16060448,461962,[],[],[],-1,-1,-1
FG,0,1,1,FALSE,"[1, 0, 0, 1, 3, 1, 1, 3, 0, 1, 3, 1, 1, 0, 0, 1, 2, 1, 2, -1, 0, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.644699991,1.949856043,2677443294,100.7822094,6841002,[],[],[],-1,-1,-1
LV,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 3, 0, 2, -1, 0, 1, 3, 0, 1, 3, 0, 2, -1, 1, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.765200019,0.859806836,95774622,34.11497498,1654154,[],[],[],-1,-1,-1
MC,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 1, 0, 0, 2, -1, 0, 5, 1, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.739199996,0.816357732,25590382,33.51635218,295530,[],[],[],-1,-1,-1
JN,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 2, 0, 1, 1, 0, 2, -1, 0, 1, 2, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.740499973,0.823927939,34123358,33.75176454,322378,[],[],[],-1,-1,-1
DB,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 0, 1, 1, 0, 0, 1, 3, 0, 1, 3, 0, 2, -1, 0, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.716899991,0.911955833,181974366,37.49154353,2868298,[],[],[],-1,-1,-1
JF,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 1, 0, 1, 1, 3, 0, 1, 2, 0, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.100000001,2.30259943,1377310110,55.38069844,18242986,[],[],[],-1,-1,-1
IP,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 1, 0, 0, 2, -1, 1, 1, 2, 0, 1, 1, 0, 2, -1, 0, 5, 2, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.710099995,1.189964771,163573790,43.3640852,703466,[],[],[],-1,-1,-1
HD,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 2, -1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.755699992,0.790727437,61251518,35.97634053,406314,[],[],[],-1,-1,-1
VM,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 0, 0, 1, 2, 0, 1, 2, 1, 1, 0, 1, 2, -1, 1, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [128, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.722599983,0.910143435,56813230,36.43544197,631882,[],[],[],-1,-1,-1
VB,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.728799999,1.06775558,316934942,46.1882019,5259786,[],[],[],-1,-1,-1
HO,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 2, 1, 2, -1, 1, 1, 3, 0, 1, 3, 0, 2, -1, 0, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.743700027,1.025992155,49620062,33.51931882,1319434,[],[],[],-1,-1,-1
XN,0,1,1,FALSE,"[1, 0, 0, 1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 0, 1, 1, 3, 1, 2, -1, 1, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.100000001,2.302599192,191892318,27.37249351,1348938,[],[],[],-1,-1,-1
JT,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 3, 0, 1, 3, 0, 1, 1, 1, 1, 1, 1, 2, -1, 0, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.744199991,0.960768282,119392286,37.80923963,2063754,[],[],[],-1,-1,-1
SV,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 3, 0, 2, -1, 0, 1, 0, 0, 1, 2, 1, 2, -1, 0, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.721199989,1.035627723,32321438,34.65529609,1434154,[],[],[],-1,-1,-1
NE,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 1, 1, 3, 1, 1, 0, 1, 1, 3, 1, 2, -1, 1, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.772599995,0.807700217,282729246,43.86541271,3370538,[],[],[],-1,-1,-1
JF,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 1, 3, 1, 1, 1, 1, 2, -1, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.761300027,0.755069137,2175930734,101.7029159,2352362,[],[],[],-1,-1,-1
TP,0,1,1,FALSE,"[1, 0, 0, 1, 1, 0, 1, 2, 1, 2, -1, 0, 1, 1, 0, 1, 0, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.757300019,0.799077213,253436782,40.21458459,490282,[],[],[],-1,-1,-1
GM,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 3, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, -1, 0, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'CONV': [256, 5]}, {'CONV': [128, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.697799981,0.984763563,288627166,38.60290623,3822410,[],[],[],-1,-1,-1
SK,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 1, 1, 1, 3, 1, 2, -1, 0, 1, 1, 1, 2, -1, 0, 5, 1, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.730799973,0.985995233,145323422,33.86117649,1020682,[],[],[],-1,-1,-1
HI,0,1,1,FALSE,"[1, 0, 0, 1, 1, 1, 2, -1, 1, 1, 1, 0, 1, 3, 0, 1, 3, 1, 2, -1, 1, 5, 1, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.764500022,0.969141126,236015390,37.13252568,2188298,[],[],[],-1,-1,-1
CD,0,1,1,FALSE,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 0, 2, -1, 0, 1, 0, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.741400003,0.825597942,100860782,37.48427963,299754,[],[],[],-1,-1,-1
IR,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 2, 0, 1, 2, 0, 2, -1, 1, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.754100025,0.937676787,114004958,36.83122516,2097706,[],[],[],-1,-1,-1
TF,0,1,1,FALSE,"[1, 0, 0, 1, 2, 1, 1, 3, 0, 1, 0, 0, 2, -1, 0, 1, 1, 0, 2, -1, 0, 5, 2, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'CONV': [256, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.672200024,1.642270088,489293278,53.8303082,1573866,[],[],[],-1,-1,-1
ED,0,1,1,FALSE,"[1, 0, 0, 1, 2, 1, 2, -1, 1, 1, 2, 0, 2, -1, 1, 1, 2, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,10,0.770099998,0.81238538,122054686,35.02015972,486282,[],[],[],-1,-1,-1
JM,0,1,1,FALSE,"[1, 0, 0, 1, 0, 1, 1, 3, 1, 2, -1, 1, 1, 0, 1, 1, 3, 1, 2, -1, 0, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.100000001,2.30259943,281491422,28.22477889,4052682,[],[],[],-1,-1,-1
YH,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 3, 1, 1, 2, 0, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.750999987,1.269825459,785749406,79.08917856,7159306,[],[],[],-1,-1,-1
TA,0,1,1,FALSE,"[1, 0, 0, 1, 2, 1, 2, -1, 1, 1, 3, 0, 2, -1, 1, 1, 2, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.756299973,1.131765962,142939230,46.05121541,1387658,[],[],[],-1,-1,-1
PU,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 1, 5, 3, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.731899977,1.213518143,13984830,57.46506524,689258,[],[],[],-1,-1,-1
KB,0,1,1,FALSE,"[1, 0, 0, 1, 0, 0, 1, 3, 0, 2, -1, 1, 1, 1, 0, 1, 0, 1, 2, -1, 0, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.75999999,1.143750548,106447198,46.34881425,759946,[],[],[],-1,-1,-1
TC,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 1, 1, 1, 1, 0, 1, 2, -1, 1, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.749599993,0.973580003,303627950,63.03995156,461962,[],[],[],-1,-1,-1
FG,0,1,1,FALSE,"[1, 0, 0, 1, 3, 1, 1, 3, 0, 1, 3, 1, 1, 0, 0, 1, 2, 1, 2, -1, 0, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.100000001,2.302599192,2677443294,75.00872564,6841002,[],[],[],-1,-1,-1
LV,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 3, 0, 2, -1, 0, 1, 3, 0, 1, 3, 0, 2, -1, 1, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.74940002,1.398494601,95774622,61.87469411,1654154,[],[],[],-1,-1,-1
MC,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 1, 0, 0, 2, -1, 0, 5, 1, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.725600004,0.935409188,25590382,45.7359817,295530,[],[],[],-1,-1,-1
JN,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 2, 0, 1, 1, 0, 2, -1, 0, 1, 2, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.745800018,0.96448797,34123358,51.84463143,322378,[],[],[],-1,-1,-1
DB,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 0, 1, 1, 0, 0, 1, 3, 0, 1, 3, 0, 2, -1, 0, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.682699978,1.243861198,181974366,50.93419814,2868298,[],[],[],-1,-1,-1
