ID,isChild,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Epochs,Accuracy,Loss,FLOPs,CPU Hours,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
KL-DT(1)[M]-KL-HO(2)[M](1)[M],TRUE,"[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.681100011,1.021210313,131637950,0.012034858,1015690,"[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]",4,4,0
KL-DT(1)[M]-KL-HO(2)[M](2)[M],TRUE,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.702099979,1.660097122,637815966,0.016337048,7173002,"[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]",4,4,0
KL-HO(1)[M]-SC-DT(1)[M](1)[M],TRUE,"[1, 2, 0, 1, 2, 0, 3, -1, 0, 1, 0, 2, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.717499971,0.955198169,817399486,0.016950792,1812554,"[1, 2, 0, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 1, 0, 1, 2, 0, 1, 0, 2, 3, -1, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 0, 1, 2, 0, 1, 0, 2, 1, 0, 2, 2, -1, 1, 5, 5, 0, 5, 0, 3]",6,7,3
KL-HO(1)[M]-SC-DT(1)[M](2)[M],TRUE,"[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.635500014,1.095996737,37731716,0.011574148,526282,"[1, 2, 0, 1, 2, 0, 1, 0, 1, 2, -1, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 1, 0, 1, 2, 0, 1, 0, 2, 3, -1, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 1, 0, 1, 2, 0, 1, 0, 1, 1, 0, 2, 2, -1, 1, 5, 5, 0, 5, 0, 3]",8,7,9
KL-HO(2)[M]-KL-DT(2)[M](1)[M],TRUE,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.66900003,1.499898314,289309374,0.013670738,2378442,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]",0,4,0
KL-HO(2)[M]-KL-DT(2)[M](2)[M],TRUE,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'CONV': [64, 7]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.626800001,1.201575875,1391461054,0.023060698,3454858,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]",6,2,2
SC-RM(2)[M]-KL-DT(1)[M](1)[M],TRUE,"[3, -1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [128, 7]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.57190001,1.347766876,63948260,0.011857182,1226314,"[3, -1, 1, 1, 1, 2, 1, 2, 0, 2, -1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[3, -1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]",7,6,0
SC-RM(2)[M]-KL-DT(1)[M](2)[M],TRUE,"[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.763000011,0.853510618,339659358,0.013254118,1417994,"[3, -1, 1, 1, 1, 2, 1, 2, 0, 2, -1, 1, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 0, 2, -1, 0, 1, 2, 0, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]",10,8,5
KL-DT(1)[M]-KL-HO(2)[M](1)[M],FALSE,"[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.709299982,0.960620224,131637950,0.012029839,1015690,[],[],[],4,4,0
KL-HO(1)[M]-SC-DT(1)[M](2)[M],FALSE,"[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.632399976,1.11140883,37731716,0.011610472,526282,[],[],[],8,7,9
KL-DT(1)[M]-KL-HO(2)[M](1)[M]-KL-HO(1)[M]-SC-DT(1)[M](2)[M](1),TRUE,"[1, 2, 0, 2, -1, 0, 1, 1, 0, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.719299972,0.959743559,102155966,0.011987219,788426,"[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
KL-DT(1)[M]-KL-HO(2)[M](1)[M]-KL-HO(1)[M]-SC-DT(1)[M](2)[M](2),TRUE,"[3, -1, 1, 1, 2, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.622600019,1.11251843,49259652,0.011578477,696202,"[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
KL-HO(2)[M]-KL-DT(2)[M](2)[M],FALSE,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'CONV': [64, 7]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.100000001,2.302623034,1391461054,0.022955437,3454858,[],[],[],6,2,2
KL-HO(1)[M]-SC-DT(1)[M](2)[M],FALSE,"[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.624100029,1.110595107,37731716,0.011705709,526282,[],[],[],8,7,9
KL-HO(2)[M]-KL-DT(2)[M](2)[M]-KL-HO(1)[M]-SC-DT(1)[M](2)[M](1),TRUE,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'CONV': [64, 7]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.668299973,1.624229312,1017641758,0.020163119,2633610,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
KL-HO(2)[M]-KL-DT(2)[M](2)[M]-KL-HO(1)[M]-SC-DT(1)[M](2)[M](2),TRUE,"[3, -1, 1, 1, 2, 0, 1, 1, 0, 1, 1, 2, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.608500004,1.361253023,110702852,0.011660948,1310666,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
KL-DT(1)[M]-KL-HO(2)[M](2)[M],FALSE,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.687099993,1.582084417,637815966,0.016402394,7173002,[],[],[],4,4,0
SC-RM(2)[M]-KL-DT(1)[M](2)[M],FALSE,"[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.743200004,0.958604872,339659358,0.013100034,1417994,[],[],[],10,8,5
KL-DT(1)[M]-KL-HO(2)[M](2)[M]-SC-RM(2)[M]-KL-DT(1)[M](2)[M](1),TRUE,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.666400015,1.744747996,371230046,0.015539478,8744458,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
KL-DT(1)[M]-KL-HO(2)[M](2)[M]-SC-RM(2)[M]-KL-DT(1)[M](2)[M](2),TRUE,"[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.744599998,0.987532198,391857694,0.013709903,1714314,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]",[],-1,-1,-1
KL-HO(2)[M]-KL-DT(2)[M](2)[M],FALSE,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'CONV': [64, 7]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.661000013,1.253893018,1391461054,0.023149764,3454858,[],[],[],6,2,2
SC-RM(2)[M]-KL-DT(1)[M](1)[M],FALSE,"[3, -1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [128, 7]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.572799981,1.317649841,63948260,0.011921939,1226314,[],[],[],7,6,0
KL-HO(2)[M]-KL-DT(2)[M](2)[M]-SC-RM(2)[M]-KL-DT(1)[M](1)[M](1),TRUE,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'CONV': [64, 7]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.638000011,1.942409754,1404423326,0.023646327,7921738,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
KL-HO(2)[M]-KL-DT(2)[M](2)[M]-SC-RM(2)[M]-KL-DT(1)[M](1)[M](2),TRUE,"[3, -1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 2, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [128, 7]}, {'CONV': [64, 5]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.557299972,1.286412239,62731652,0.011933883,830858,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]",[],-1,-1,-1
KL-DT(1)[M]-KL-HO(2)[M](1)[M]-KL-HO(1)[M]-SC-DT(1)[M](2)[M](1)[M],TRUE,"[1, 2, 0, 2, -1, 0, 1, 1, 0, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.721700013,0.878525853,102155966,0.011875472,788426,"[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 0, 2, -1, 0, 1, 1, 0, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",5,9,0
KL-DT(1)[M]-KL-HO(2)[M](1)[M]-KL-HO(1)[M]-SC-DT(1)[M](2)[M](2)[M],TRUE,"[3, -1, 1, 1, 2, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'POOLAVG': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [64, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.615700006,1.14608264,49259652,0.011583262,696202,"[1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 1, 0, 1, 1, 1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]",5,7,0
KL-HO(2)[M]-KL-DT(2)[M](2)[M]-KL-HO(1)[M]-SC-DT(1)[M](2)[M](1)[M],TRUE,"[1, 0, 1, 1, 2, 0, 3, -1, 0, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.7148,0.916390896,194381502,0.012032875,712522,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 0, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]",7,5,3
KL-HO(2)[M]-KL-DT(2)[M](2)[M]-KL-HO(1)[M]-SC-DT(1)[M](2)[M](2)[M],TRUE,"[3, -1, 1, 2, -1, 0, 1, 1, 0, 1, 1, 2, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.691900015,1.035465479,288932542,0.012778484,1630154,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 2, -1, 0, 3, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[3, -1, 1, 1, 2, 0, 1, 1, 0, 1, 1, 2, 2, -1, 0, 5, 3, 0, 5, 0, 3]",9,9,2
KL-DT(1)[M]-KL-HO(2)[M](2)[M]-SC-RM(2)[M]-KL-DT(1)[M](2)[M](1)[M],TRUE,"[1, 0, 0, 3, -1, 1, 2, -1, 0, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLAVG': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.726599991,1.215511799,146638174,0.0119937,2350538,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]",9,5,5
KL-DT(1)[M]-KL-HO(2)[M](2)[M]-SC-RM(2)[M]-KL-DT(1)[M](2)[M](2)[M],TRUE,"[1, 2, 0, 1, 1, 0, 3, -1, 0, 2, -1, 0, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'CONV': [256, 5]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.6875,1.26767683,2795826078,0.030750597,6007050,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 3, -1, 0, 5, 4, 0, 5, 0, 3]","[1, 2, 0, 1, 1, 0, 2, -1, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]",9,7,5
KL-HO(2)[M]-KL-DT(2)[M](2)[M]-SC-RM(2)[M]-KL-DT(1)[M](1)[M](1)[M],TRUE,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'CONV': [256, 3]}, {'CONV': [64, 7]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_CHANGE_TYPE,SPC,GA,S,8,0.652100027,1.845203876,1404423326,0.023600318,7921738,"[1, 0, 1, 1, 2, 0, 1, 0, 2, 3, -1, 0, 2, -1, 0, 5, 3, 0, 5, 0, 3]","[3, -1, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 1, 0, 2, 1, 2, 1, 2, -1, 1, 5, 5, 0, 5, 0, 3]",5,5,0
