MUT,NONE_MNUF,NONE_MPOLY,SBX_MNUF,SBX_MPOLY,SPC_MPOLY,TPC_MPOLY,UC_MPOLY
NONE_MNUF,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
NONE_MPOLY,0.000000,0.000000,0.000000,0.933333,0.033333,0.033333,0.000000
SBX_MNUF,0.000000,0.000000,0.432955,0.562500,0.001136,0.000000,0.003409
SBX_MPOLY,0.000000,0.007940,0.244665,0.732506,0.004963,0.005459,0.004467
SPC_MPOLY,0.000000,0.117647,0.058824,0.705882,0.000000,0.058824,0.058824
TPC_MPOLY,0.000000,0.000000,0.076923,0.923077,0.000000,0.000000,0.000000
UC_MPOLY,0.000000,0.000000,0.214286,0.785714,0.000000,0.000000,0.000000
