Operator,Count
SPC_MPOLY,7
NONE_MNUF,1
SBX_MPOLY,8
SPC_NONE,14
UC_NONE,17
TPC_MPOLY,14
TPC_NONE,23
UC_MPOLY,8
NONE_MPOLY,2
TPC_MNUF,2
SPC_MNUF,3
UC_MNUF,1
