Operator,Count
UC_NONE,502
TPC_NONE,406
SPC_NONE,380
TPC_MPOLY,275
SPC_MPOLY,271
UC_MPOLY,246
SBX_MPOLY,160
TPC_MNUF,63
SPC_MNUF,55
UC_MNUF,49
NONE_MPOLY,42
SBX_MNUF,34
SBX_NONE,9
NONE_MNUF,8
