Operator,Count
SPC_MNUF,3
TPC_MNUF,1
SPC_NONE,28
TPC_NONE,13
SBX_MPOLY,2
UC_MPOLY,10
UC_NONE,21
TPC_MPOLY,12
SPC_MPOLY,8
NONE_MPOLY,1
UC_MNUF,1
