Operator,Count
TPC_MPOLY,14
SBX_MNUF,2
UC_MPOLY,7
TPC_NONE,22
SPC_MPOLY,8
UC_NONE,17
SPC_NONE,19
UC_MNUF,1
SBX_MPOLY,3
TPC_MNUF,2
NONE_MPOLY,4
SPC_MNUF,1
