Operator,Count
UC_NONE,654
TPC_NONE,582
SPC_NONE,441
SPC_MPOLY,291
UC_MPOLY,281
TPC_MPOLY,268
SBX_MPOLY,167
UC_MNUF,67
NONE_MPOLY,61
SPC_MNUF,56
TPC_MNUF,50
SBX_MNUF,41
SBX_NONE,24
NONE_MNUF,17
