State,Stationary_Probability
SPC_MPOLY,0.212121
SPC_MNUF,0.171717
TPC_MPOLY,0.141414
TPC_NONE,0.090909
UC_MPOLY,0.080808
SPC_NONE,0.070707
UC_NONE,0.060606
UC_MNUF,0.050505
SBX_NONE,0.050505
TPC_MNUF,0.040404
SBX_MPOLY,0.020202
SBX_MNUF,0.010101
