GO_Name,Mean_Stationary_Probability
SPC_MPOLY,0.153267
TPC_MPOLY,0.074559
SBX_MPOLY,0.159131
SBX_NONE,0.102934
SBX_MNUF,0.126023
SPC_NONE,0.053935
SPC_MNUF,0.062393
UC_NONE,0.046138
TPC_MNUF,0.062151
UC_MNUF,0.047907
UC_MPOLY,0.057985
TPC_NONE,0.053577
