GO_Name,Mean_Stationary_Probability
SPC_NONE,0.123692
UC_NONE,0.178276
TPC_NONE,0.156344
SPC_MPOLY,0.095235
SBX_MPOLY,0.056713
UC_MPOLY,0.094086
TPC_MPOLY,0.090038
UC_MNUF,0.030381
TPC_MNUF,0.031789
NONE_MNUF,0.003851
SBX_MNUF,0.009656
NONE_MPOLY,0.017472
SBX_NONE,0.004416
SPC_MNUF,0.028053
