Operator,Count
UC_MPOLY,10
TPC_MPOLY,14
SPC_NONE,7
UC_NONE,26
TPC_NONE,15
SBX_MPOLY,6
SPC_MPOLY,13
SBX_MNUF,4
UC_MNUF,2
NONE_MPOLY,1
TPC_MNUF,2
