Operator,Count
TPC_MNUF,4
SBX_MNUF,2
UC_NONE,18
SBX_MPOLY,17
TPC_NONE,11
TPC_MPOLY,8
SPC_NONE,15
UC_MPOLY,12
SPC_MPOLY,8
NONE_MPOLY,1
UC_MNUF,2
NONE_MNUF,1
SPC_MNUF,1
