GO_Name,Mean_Stationary_Probability
SBX_MPOLY,0.571051
SBX_MNUF,0.416426
TPC_MPOLY,0.003391
NONE_MNUF,0.000000
NONE_MPOLY,0.004405
SPC_MNUF,0.000000
SPC_MPOLY,0.002697
TPC_MNUF,0.000000
UC_MNUF,0.000000
UC_MPOLY,0.002030
