Operator,Count
SPC_NONE,19
TPC_MNUF,9
SPC_MPOLY,17
UC_MPOLY,7
TPC_NONE,10
SPC_MNUF,18
UC_NONE,5
TPC_MPOLY,14
UC_MNUF,1
